,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Key_Passes,Long,Short,Rating
3869,Djibril Sidibé,2012/2013,Lille,France-Ligue-1,FL1,14,781,13,4,9,6.95
3870,Florian Thauvin,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,12,731,15,3,12,6.99
3871,Florian Thauvin,2017/2018,Marseille,France-Ligue-1,FL1,35,2966,76,9,67,7.94
3872,Florian Thauvin,2016/2017,Marseille,France-Ligue-1,FL1,38,2978,61,16,45,7.37
3873,Florian Thauvin,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,2,37,1,-,1,6.47
3874,Florian Thauvin,2015/2016,Marseille,France-Ligue-1,FL1,16,947,22,6,16,6.59
3875,Florian Thauvin,2015/2016,Newcastle Uni..,England-Premier-League,EPL,13,420,5,1,4,6.2
3876,Florian Thauvin,2014/2015,Marseille,France-Ligue-1,FL1,36,2526,54,8,46,6.95
3877,Florian Thauvin,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,6,238,6,2,4,6.81
3878,Florian Thauvin,2013/2014,Marseille,France-Ligue-1,FL1,31,2096,31,10,21,6.92
3879,Florian Thauvin,2012/2013,SC Bastia,France-Ligue-1,FL1,32,2260,34,13,21,6.86
3880,Miguel Trauco,2018,Flamengo,Brazil-Brasileirão,BSA,2,91,5,5,-,7.25
3881,Miguel Trauco,2017,Flamengo,Brazil-Brasileirão,BSA,23,1904,19,7,12,6.76
3882,Nicolás Tagliafico,2017/2018,Independiente,Argentina-Primera-División,APD,9,761,4,-,4,7.32
3883,Nicolás Tagliafico,2017/2018,Ajax,Netherlands-Eredivisie,NE,15,1339,15,2,13,7.25
3884,Nicolás Tagliafico,2016/2017,Independiente,Argentina-Primera-División,APD,29,2610,17,-,17,7.25
3885,Nicolás Tagliafico,2016,Independiente,Argentina-Primera-División,APD,16,1440,8,-,8,7.33
3886,Manuel Lanzini,2017/2018,West Ham,England-Premier-League,EPL,27,2049,40,6,34,7.04
3887,Manuel Lanzini,2016/2017,West Ham,England-Premier-League,EPL,35,2716,57,7,50,7.11
3888,Manuel Lanzini,2015/2016,West Ham,England-Premier-League,EPL,26,1921,33,7,26,7.21
3889,Arnór Ingvi Traustason,2016/2017,Rapid Wien,Europe-UEFA-Europa-League,UEL,5,404,6,-,6,6.53
3890,Arnór Ingvi Traustason,2016,IFK Norrkoepi..,Sweden-Allsvenskan,SA,9,772,13,8,5,7.35
3891,Arnór Ingvi Traustason,2016,Iceland,International-European-Championship,UEC,2,11,-,-,-,6.6
3892,Shehu Abdullahi,2017/2018,Bursaspor,,TS,14,1147,2,1,1,6.94
3893,Ogenyi Onazi,2017/2018,Trabzonspor,Turkey-Super-Lig,TS,21,1305,8,-,8,6.7
3894,Ogenyi Onazi,2016/2017,Trabzonspor,Turkey-Super-Lig,TS,32,2463,25,3,22,6.99
3895,Ogenyi Onazi,2015/2016,Lazio,Italy-Serie-A,ISA,15,1186,11,1,10,6.89
3896,Ogenyi Onazi,2015/2016,Lazio,Europe-UEFA-Europa-League,UEL,4,265,6,-,6,7.43
3897,Ogenyi Onazi,2014/2015,Lazio,Italy-Serie-A,ISA,16,660,10,1,9,6.45
3898,Ogenyi Onazi,2013/2014,Lazio,Italy-Serie-A,ISA,29,1711,30,1,29,6.7
3899,Ogenyi Onazi,2013/2014,Lazio,Europe-UEFA-Europa-League,UEL,8,535,6,-,6,6.87
3900,Ogenyi Onazi,2014,Nigeria,International-FIFA-World-Cup,WC,4,330,3,1,2,7.03
3901,Ogenyi Onazi,2012/2013,Lazio,Italy-Serie-A,ISA,15,823,3,1,2,6.63
3902,Ogenyi Onazi,2012/2013,Lazio,Europe-UEFA-Europa-League,UEL,9,542,3,-,3,7.0
3903,Ogenyi Onazi,2011/2012,Lazio,Italy-Serie-A,ISA,1,1,-,-,-,6.0
3904,Alisson,2017/2018,Roma,Italy-Serie-A,ISA,37,3330,1,-,1,6.99
3905,Alisson,2017/2018,Roma,Europe-UEFA-Champions-League,UCL,12,1080,-,-,-,6.86
3906,Alisson,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,7.01
3907,Alisson,2016,Internacional,Brazil-Brasileirão,BSA,1,90,-,-,-,6.95
3908,Alisson,2015,Internacional,Brazil-Brasileirão,BSA,26,2266,2,2,-,6.98
3909,Alisson,2014,Internacional,Brazil-Brasileirão,BSA,11,990,-,-,-,6.91
3910,Alisson,2013,Internacional,Brazil-Brasileirão,BSA,6,518,-,-,-,6.52
3911,Joel Campbell,2017/2018,Real Betis,Spain-La-Liga,SLL,8,209,5,1,4,6.65
3912,Joel Campbell,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,19,765,19,5,14,6.72
3913,Joel Campbell,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,4,68,2,-,2,6.3
3914,Joel Campbell,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,5,268,6,-,6,6.8
3915,Joel Campbell,2015/2016,Arsenal,England-Premier-League,EPL,19,888,13,-,13,6.72
3916,Joel Campbell,2014/2015,Villarreal,Spain-La-Liga,SLL,16,1211,23,3,20,6.89
3917,Joel Campbell,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,107,2,1,1,6.68
3918,Joel Campbell,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,4,142,-,-,-,6.25
3919,Joel Campbell,2014/2015,Arsenal,England-Premier-League,EPL,4,39,2,-,2,6.24
3920,Joel Campbell,2013/2014,Olympiacos,Europe-UEFA-Champions-League,UCL,5,355,9,1,8,7.01
3921,Joel Campbell,2014,Costa Rica,International-FIFA-World-Cup,WC,5,385,1,1,-,6.97
3922,Joel Campbell,2012/2013,Real Betis,Spain-La-Liga,SLL,28,1614,20,6,14,6.71
3923,Joel Campbell,2011/2012,Lorient,France-Ligue-1,FL1,25,1173,9,2,7,6.38
3924,Antonio Rüdiger,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,389,2,-,2,6.32
3925,Antonio Rüdiger,2017/2018,Chelsea,England-Premier-League,EPL,27,2336,3,-,3,6.92
3926,Antonio Rüdiger,2016/2017,Roma,Italy-Serie-A,ISA,26,2206,12,3,9,6.86
3927,Antonio Rüdiger,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,5,377,3,2,1,6.62
3928,Antonio Rüdiger,2015/2016,Roma,Italy-Serie-A,ISA,30,2634,7,1,6,6.82
3929,Antonio Rüdiger,2015/2016,Roma,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,6.43
3930,Antonio Rüdiger,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,19,1605,1,-,1,6.83
3931,Antonio Rüdiger,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,30,2694,5,2,3,7.02
3932,Antonio Rüdiger,2013,Germany U21,International-EURO-U-21,IEU,1,8,-,-,-,5.88
3933,Antonio Rüdiger,2012/2013,VfB Stuttgart,Germany-Bundesliga,GB,16,1008,3,-,3,6.54
3934,Antonio Rüdiger,2012/2013,VfB Stuttgart,Europe-UEFA-Europa-League,UEL,4,282,2,-,2,6.84
3935,Antonio Rüdiger,2011/2012,VfB Stuttgart,Germany-Bundesliga,GB,1,79,1,-,1,6.24
3936,Filip Helander,2017/2018,Bologna,Italy-Serie-A,ISA,29,2499,1,-,1,6.7
3937,Filip Helander,2016/2017,Bologna,Italy-Serie-A,ISA,11,835,1,-,1,6.68
3938,Filip Helander,2015/2016,Verona,Italy-Serie-A,ISA,24,1867,1,-,1,6.53
3939,Filip Helander,2015,Sweden U21,International-EURO-U-21,IEU,5,326,-,-,-,6.71
3940,Filip Helander,2014/2015,Malmoe FF,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,6.43
3941,Oscar Hiljemark,2017/2018,Genoa,Italy-Serie-A,ISA,15,1282,36,14,22,6.83
3942,Oscar Hiljemark,2016/2017,Palermo,Italy-Serie-A,ISA,15,1054,12,3,9,6.36
3943,Oscar Hiljemark,2016/2017,Genoa,Italy-Serie-A,ISA,14,804,11,-,11,6.39
3944,Oscar Hiljemark,2015/2016,Palermo,Italy-Serie-A,ISA,38,2923,45,10,35,6.54
3945,Oscar Hiljemark,2015,Sweden U21,International-EURO-U-21,IEU,5,450,4,2,2,6.72
3946,Oscar Hiljemark,2014/2015,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,1,85,-,-,-,6.55
3947,Oscar Hiljemark,2014/2015,PSV Eindhoven,Netherlands-Eredivisie,NE,11,347,2,-,2,6.45
3948,Oscar Hiljemark,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,5,175,1,-,1,6.4
3949,Oscar Hiljemark,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,27,1899,18,4,14,6.8
3950,Romelu Lukaku,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,704,13,1,12,7.7
3951,Romelu Lukaku,2017/2018,Manchester Un..,England-Premier-League,EPL,34,2869,33,2,31,7.29
3952,Romelu Lukaku,2016/2017,Everton,England-Premier-League,EPL,37,3267,47,-,47,7.5
3953,Romelu Lukaku,2015/2016,Everton,England-Premier-League,EPL,37,3177,51,1,50,7.16
3954,Romelu Lukaku,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,9,634,10,-,10,7.74
3955,Romelu Lukaku,2014/2015,Everton,England-Premier-League,EPL,36,2877,37,2,35,6.77
3956,Romelu Lukaku,2016,Belgium,International-European-Championship,UEC,5,401,8,-,8,7.02
3957,Romelu Lukaku,2013/2014,Chelsea,England-Premier-League,EPL,2,41,-,-,-,6.14
3958,Romelu Lukaku,2013/2014,Everton,England-Premier-League,EPL,31,2564,33,1,32,7.31
3959,Romelu Lukaku,2014,Belgium,International-FIFA-World-Cup,WC,3,147,1,-,1,6.04
3960,Romelu Lukaku,2012/2013,West Bromwich..,England-Premier-League,EPL,35,2006,36,-,36,6.95
3961,Romelu Lukaku,2011/2012,Chelsea,England-Premier-League,EPL,8,158,5,2,3,6.35
3962,Koen Casteels,2017/2018,Wolfsburg,Germany-Bundesliga,GB,34,3060,1,1,-,6.92
3963,Koen Casteels,2016/2017,Wolfsburg,Germany-Bundesliga,GB,20,1800,-,-,-,6.57
3964,Koen Casteels,2015/2016,Wolfsburg,Germany-Bundesliga,GB,13,1170,-,-,-,6.9
3965,Koen Casteels,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.62
3966,Koen Casteels,2014/2015,Werder Bremen,Germany-Bundesliga,GB,6,540,-,-,-,6.94
3967,Koen Casteels,2013/2014,Hoffenheim,Germany-Bundesliga,GB,23,2053,-,-,-,6.48
3968,Koen Casteels,2012/2013,Hoffenheim,Germany-Bundesliga,GB,16,1387,-,-,-,6.51
3969,Son Heung-min,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,426,4,1,3,7.09
3970,Son Heung-min,2017/2018,Tottenham,England-Premier-League,EPL,37,2312,39,-,39,6.99
3971,Son Heung-min,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,425,5,1,4,6.43
3972,Son Heung-min,2016/2017,Tottenham,England-Premier-League,EPL,34,2070,43,2,41,7.14
3973,Son Heung-min,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,54,1,-,1,6.22
3974,Son Heung-min,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,1,64,-,-,-,6.19
3975,Son Heung-min,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,503,9,-,9,7.19
3976,Son Heung-min,2015/2016,Tottenham,England-Premier-League,EPL,28,1107,18,-,18,6.53
3977,Son Heung-min,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,30,2292,39,3,36,7.14
3978,Son Heung-min,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,605,13,-,13,7.1
3979,Son Heung-min,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,511,13,-,13,6.47
3980,Son Heung-min,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,31,2387,33,7,26,7.39
3981,Son Heung-min,2014,South Korea,International-FIFA-World-Cup,WC,3,248,3,2,1,7.22
3982,Son Heung-min,2012/2013,Hamburger SV,Germany-Bundesliga,GB,33,2703,26,-,26,7.02
3983,Son Heung-min,2011/2012,Hamburger SV,Germany-Bundesliga,GB,27,1245,14,1,13,6.59
3984,Son Heung-min,2010/2011,Hamburger SV,Germany-Bundesliga,GB,13,729,3,-,3,6.61
3985,Paul Pogba,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,5,279,3,-,3,6.83
3986,Paul Pogba,2017/2018,Manchester Un..,England-Premier-League,EPL,27,2151,39,2,37,7.48
3987,Paul Pogba,2016/2017,Manchester Un..,England-Premier-League,EPL,30,2610,57,6,51,7.72
3988,Paul Pogba,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,15,1233,22,1,21,7.69
3989,Paul Pogba,2015/2016,Juventus,Italy-Serie-A,ISA,35,3019,54,5,49,7.81
3990,Paul Pogba,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,8,720,14,2,12,7.63
3991,Paul Pogba,2014/2015,Juventus,Italy-Serie-A,ISA,26,2110,37,4,33,7.67
3992,Paul Pogba,2014/2015,Juventus,Europe-UEFA-Champions-League,UCL,10,833,9,-,9,7.26
3993,Paul Pogba,2016,France,International-European-Championship,UEC,7,572,11,2,9,7.45
3994,Paul Pogba,2013/2014,Juventus,Italy-Serie-A,ISA,36,3068,49,2,47,7.65
3995,Paul Pogba,2013/2014,Juventus,Europe-UEFA-Champions-League,UCL,6,540,5,-,5,7.21
3996,Paul Pogba,2013/2014,Juventus,Europe-UEFA-Europa-League,UEL,8,517,7,2,5,7.15
3997,Paul Pogba,2014,France,International-FIFA-World-Cup,WC,5,355,5,3,2,7.39
3998,Paul Pogba,2012/2013,Juventus,Italy-Serie-A,ISA,27,1732,22,-,22,7.42
3999,Paul Pogba,2012/2013,Juventus,Europe-UEFA-Champions-League,UCL,8,338,2,-,2,6.64
4000,Paul Pogba,2011/2012,Manchester Un..,England-Premier-League,EPL,3,67,-,-,-,6.56
4001,Thorgan Hazard,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,34,2947,64,15,49,7.11
4002,Thorgan Hazard,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,23,1632,32,8,24,7.08
4003,Thorgan Hazard,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,252,5,1,4,6.94
4004,Thorgan Hazard,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,2,117,5,-,5,6.39
4005,Thorgan Hazard,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,29,1647,36,11,25,6.89
4006,Thorgan Hazard,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,117,1,-,1,6.23
4007,Thorgan Hazard,2014/2015,Borussia M.Gl..,Germany-Bundesliga,GB,28,904,21,3,18,6.53
4008,Thorgan Hazard,2014/2015,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,7,540,18,2,16,7.25
4009,Thorgan Hazard,2013/2014,Zulte-Waregem,Europe-UEFA-Europa-League,UEL,6,489,20,8,12,7.28
4010,Raphaël Varane,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2324,7,2,5,6.85
4011,Raphaël Varane,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,11,938,2,-,2,7.07
4012,Raphaël Varane,2016/2017,Real Madrid,Spain-La-Liga,SLL,23,1928,7,2,5,7.03
4013,Raphaël Varane,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,10,900,2,1,1,7.08
4014,Raphaël Varane,2015/2016,Real Madrid,Spain-La-Liga,SLL,26,2182,1,-,1,6.9
4015,Raphaël Varane,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,7,440,1,1,-,6.94
4016,Raphaël Varane,2014/2015,Real Madrid,Spain-La-Liga,SLL,27,2033,1,1,-,7.16
4017,Raphaël Varane,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1014,1,1,-,7.45
4018,Raphaël Varane,2013/2014,Real Madrid,Spain-La-Liga,SLL,14,1085,2,-,2,6.89
4019,Raphaël Varane,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,7,394,1,-,1,6.63
4020,Raphaël Varane,2014,France,International-FIFA-World-Cup,WC,5,389,2,-,2,6.92
4021,Raphaël Varane,2012/2013,Real Madrid,Spain-La-Liga,SLL,15,1121,4,2,2,6.92
4022,Raphaël Varane,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,916,3,-,3,7.02
4023,Raphaël Varane,2011/2012,Real Madrid,Spain-La-Liga,SLL,9,681,-,-,-,6.91
4024,Raphaël Varane,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,4,360,1,1,-,7.11
4025,Raphaël Varane,2010/2011,Lens,France-Ligue-1,FL1,23,1977,8,-,8,7.07
4026,Jack Butland,2017/2018,Stoke,England-Premier-League,EPL,35,3150,1,1,-,6.76
4027,Jack Butland,2016/2017,Stoke,England-Premier-League,EPL,5,450,-,-,-,6.82
4028,Jack Butland,2015/2016,Stoke,England-Premier-League,EPL,31,2790,1,-,1,6.9
4029,Jack Butland,2015,England U21,International-EURO-U-21,IEU,3,270,1,1,-,6.52
4030,Jack Butland,2014/2015,Derby,England-Championship,EC,6,540,-,-,-,7.24
4031,Jack Butland,2014/2015,Stoke,England-Premier-League,EPL,3,270,-,-,-,6.97
4032,Jack Butland,2013/2014,Leeds,England-Championship,EC,16,1440,-,-,-,6.61
4033,Jack Butland,2013/2014,Barnsley,England-Championship,EC,13,1170,-,-,-,6.72
4034,Jack Butland,2013/2014,Stoke,England-Premier-League,EPL,3,225,1,1,-,6.71
4035,Jack Butland,2013,England U21,International-EURO-U-21,IEU,2,180,-,-,-,5.8
4036,João Mário,2016/2017,Chaves,,PLN,9,332,1,-,1,6.17
4037,Naïm Sliti,2017/2018,Dijon,France-Ligue-1,FL1,31,2297,59,11,48,7.31
4038,Naïm Sliti,2016/2017,Lille,France-Ligue-1,FL1,16,953,30,5,25,6.94
4039,Edwin Cardona,2017/2018,Boca Juniors,Argentina-Primera-División,APD,20,1577,32,9,23,7.37
4040,Edwin Cardona,2015,Colombia,International-Copa-America,ICA,2,93,-,-,-,6.82
4041,Gustavo Cuéllar,2018,Flamengo,Brazil-Brasileirão,BSA,6,444,2,-,2,6.7
4042,Gustavo Cuéllar,2017,Flamengo,Brazil-Brasileirão,BSA,25,1867,12,-,12,6.76
4043,Gustavo Cuéllar,2016,Flamengo,Brazil-Brasileirão,BSA,16,521,4,-,4,6.45
4044,Miguel Borja,2018,Palmeiras,Brazil-Brasileirão,BSA,4,289,2,-,2,6.87
4045,Miguel Borja,2017,Palmeiras,Brazil-Brasileirão,BSA,24,1110,14,2,12,6.53
4046,Miguel Borja,2013/2014,Livorno,Italy-Serie-A,ISA,8,142,-,-,-,5.78
4047,Jacek Góralski,2017/2018,Ludogorets Ra..,,UEL,7,485,2,-,2,7.01
4048,Youssouf Sabaly,2017/2018,Bordeaux,France-Ligue-1,FL1,35,3094,36,7,29,7.11
4049,Youssouf Sabaly,2016/2017,Bordeaux,France-Ligue-1,FL1,30,2648,33,5,28,7.28
4050,Youssouf Sabaly,2015/2016,Nantes,France-Ligue-1,FL1,28,2502,26,4,22,7.27
4051,Youssouf Sabaly,2014/2015,Evian Thonon ..,France-Ligue-1,FL1,28,2476,17,3,14,7.16
4052,Youssouf Sabaly,2013/2014,Evian Thonon ..,France-Ligue-1,FL1,36,3113,18,2,16,7.08
4053,Moussa Konaté,2017/2018,Amiens,France-Ligue-1,FL1,33,2482,16,1,15,6.64
4054,Moussa Konaté,2015/2016,FC Sion,Europe-UEFA-Europa-League,UEL,7,608,5,-,5,6.81
4055,Moussa Konaté,2013/2014,Genoa,Italy-Serie-A,ISA,25,1209,12,2,10,6.42
4056,Amr Warda,2016/2017,PAOK Thessalo..,,UEL,2,74,1,-,1,6.21
4057,Ilya Kutepov,2017/2018,Spartak Mosco..,Europe-UEFA-Europa-League,UEL,2,170,1,1,-,6.98
4058,Ilya Kutepov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,7.31
4059,Ilya Kutepov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,18,1444,2,-,2,7.08
4060,Ilya Kutepov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,24,2127,3,1,2,7.16
4061,Ilya Kutepov,2015/2016,Spartak Mosco..,Russia-Premier-League,RPL,10,805,3,1,2,6.85
4062,Roman Zobnin,2017/2018,Spartak Mosco..,Europe-UEFA-Europa-League,UEL,2,180,4,-,4,6.88
4063,Roman Zobnin,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,2,107,3,-,3,6.27
4064,Roman Zobnin,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,14,1006,14,1,13,6.85
4065,Roman Zobnin,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,29,2488,31,3,28,7.05
4066,Roman Zobnin,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,29,2241,17,1,16,6.77
4067,Roman Zobnin,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,1,46,-,-,-,5.37
4068,Roman Zobnin,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,15,594,8,1,7,6.43
4069,Roman Zobnin,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,4,94,-,-,-,5.97
4070,Gastón Silva,2017/2018,Independiente,Argentina-Primera-División,APD,12,1015,15,6,9,7.25
4071,Gastón Silva,2016/2017,Granada,Spain-La-Liga,SLL,22,1749,7,-,7,6.46
4072,Gastón Silva,2015/2016,Torino,Italy-Serie-A,ISA,12,897,10,4,6,6.83
4073,Gastón Silva,2014/2015,Torino,Italy-Serie-A,ISA,5,326,1,-,1,6.61
4074,Gastón Silva,2014/2015,Torino,Europe-UEFA-Europa-League,UEL,4,360,4,-,4,7.7
4075,Giorgian De Arrascaeta,2018,Cruzeiro,Brazil-Brasileirão,BSA,5,344,13,3,10,7.44
4076,Giorgian De Arrascaeta,2017,Cruzeiro,Brazil-Brasileirão,BSA,16,1075,21,4,17,6.91
4077,Giorgian De Arrascaeta,2016,Cruzeiro,Brazil-Brasileirão,BSA,31,2414,64,11,53,7.17
4078,Giorgian De Arrascaeta,2015,Cruzeiro,Brazil-Brasileirão,BSA,21,1229,34,3,31,6.8
4079,Giorgian De Arrascaeta,2015,Uruguay,International-Copa-America,ICA,1,26,-,-,-,6.08
4080,Milad Mohammadi,2017/2018,FK Akhmat,Russia-Premier-League,RPL,23,1921,15,3,12,6.94
4081,Milad Mohammadi,2016/2017,FK Akhmat,Russia-Premier-League,RPL,24,2077,26,8,18,6.92
4082,Milad Mohammadi,2015/2016,FK Akhmat,Russia-Premier-League,RPL,3,106,-,-,-,6.51
4083,Saman Ghoddos,2017/2018,Oestersunds F..,Europe-UEFA-Europa-League,UEL,8,720,14,1,13,7.5
4084,Saman Ghoddos,2017,Oestersunds F..,Sweden-Allsvenskan,SA,23,1843,30,5,25,7.24
4085,Saman Ghoddos,2016,Oestersunds F..,Sweden-Allsvenskan,SA,26,2157,44,11,33,7.29
4086,Alireza Jahanbakhsh,2017/2018,AZ Alkmaar,Netherlands-Eredivisie,NE,33,2840,78,9,69,8.2
4087,Alireza Jahanbakhsh,2016/2017,AZ Alkmaar,Netherlands-Eredivisie,NE,30,2277,50,6,44,7.41
4088,Alireza Jahanbakhsh,2016/2017,AZ Alkmaar,Europe-UEFA-Europa-League,UEL,5,333,5,-,5,6.67
4089,Alireza Jahanbakhsh,2015/2016,AZ Alkmaar,Europe-UEFA-Europa-League,UEL,3,169,2,-,2,6.43
4090,Alireza Jahanbakhsh,2015/2016,AZ Alkmaar,Netherlands-Eredivisie,NE,23,1673,32,8,24,7.36
4091,Alireza Jahanbakhsh,2013/2014,NEC Nijmegen,Netherlands-Eredivisie,NE,27,1289,25,5,20,6.75
4092,Alireza Jahanbakhsh,2014,Iran,International-FIFA-World-Cup,WC,3,44,1,1,-,6.25
4093,Raphaël Guerreiro,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,9,547,9,-,9,6.78
4094,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,1,28,1,-,1,6.29
4095,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Champions-League,UCL,3,252,6,1,5,6.66
4096,Raphaël Guerreiro,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,24,1483,27,6,21,7.18
4097,Raphaël Guerreiro,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,502,9,1,8,7.1
4098,Raphaël Guerreiro,2015/2016,Lorient,France-Ligue-1,FL1,34,2506,23,6,17,6.93
4099,Raphaël Guerreiro,2015,Portugal U21,International-EURO-U-21,IEU,5,424,3,1,2,7.09
4100,Raphaël Guerreiro,2014/2015,Lorient,France-Ligue-1,FL1,34,2769,43,6,37,7.01
4101,Raphaël Guerreiro,2016,Portugal,International-European-Championship,UEC,5,450,8,1,7,7.1
4102,Raphaël Guerreiro,2013/2014,Lorient,France-Ligue-1,FL1,33,2970,22,6,16,6.85
4103,Milos Degenek,2016/2017,1860 Muenchen,Germany-Bundesliga-II,GB2,8,642,1,-,1,6.71
4104,Milos Degenek,2015/2016,1860 Muenchen,Germany-Bundesliga-II,GB2,25,1772,5,1,4,6.61
4105,Riza Durmisi,2017/2018,Real Betis,Spain-La-Liga,SLL,24,2080,18,3,15,6.49
4106,Riza Durmisi,2016/2017,Real Betis,Spain-La-Liga,SLL,27,2387,47,12,35,6.76
4107,Riza Durmisi,2015,Denmark U21,International-EURO-U-21,IEU,1,90,1,-,1,7.93
4108,Lukas Lerager,2017/2018,Bordeaux,,FL1,37,3286,24,4,20,6.94
4109,Viktor Fischer,2017/2018,Mainz 05,Germany-Bundesliga,GB,10,331,5,-,5,6.17
4110,Viktor Fischer,2017/2018,FC Copenhagen,Europe-UEFA-Europa-League,UEL,2,118,1,-,1,6.97
4111,Viktor Fischer,2016/2017,Middlesbrough,England-Premier-League,EPL,13,439,7,3,4,6.37
4112,Viktor Fischer,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,6,428,8,1,7,6.96
4113,Viktor Fischer,2015/2016,Ajax,Netherlands-Eredivisie,NE,28,1191,19,2,17,6.8
4114,Viktor Fischer,2015,Denmark U21,International-EURO-U-21,IEU,4,142,-,-,-,6.31
4115,Viktor Fischer,2014/2015,Ajax,Netherlands-Eredivisie,NE,4,217,6,-,6,7.21
4116,Viktor Fischer,2013/2014,Ajax,Europe-UEFA-Champions-League,UCL,5,361,5,-,5,6.53
4117,Viktor Fischer,2013/2014,Ajax,Europe-UEFA-Europa-League,UEL,1,90,-,-,-,5.93
4118,Viktor Fischer,2013/2014,Ajax,Netherlands-Eredivisie,NE,24,1636,24,1,23,7.0
4119,Viktor Fischer,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,172,1,-,1,6.54
4120,Viktor Fischer,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,3,97,1,-,1,6.27
4121,Kenneth Zohore,2017/2018,Cardiff,England-Championship,EC,36,2680,31,1,30,7.0
4122,Kenneth Zohore,2016/2017,Cardiff,England-Championship,EC,29,2251,32,1,31,7.2
4123,Kenneth Zohore,2015/2016,Cardiff,England-Championship,EC,12,259,4,-,4,6.33
4124,Kenneth Zohore,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,5,68,1,-,1,6.15
4125,Nabil Fekir,2017/2018,Lyon,Europe-UEFA-Europa-League,UEL,8,660,18,4,14,7.73
