,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,TotalTackles,DribbledPast,TotalAttemptedTackles,Rating
502,Mohamed Elneny,2016/2017,Arsenal,England-Premier-League,EPL,14,694,22,7,29,6.53
503,Mohamed Elneny,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,5,450,12,2,14,7.7
504,Mohamed Elneny,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,1,90,3,1,4,8.28
505,Mohamed Elneny,2015/2016,Arsenal,England-Premier-League,EPL,11,794,10,12,22,6.75
506,Mohamed Elneny,2014/2015,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,713,14,6,20,6.59
507,Mohamed Elneny,2013/2014,FC Basel 1893,Europe-UEFA-Champions-League,UCL,3,167,1,3,4,6.39
508,Mohamed Elneny,2013/2014,FC Basel 1893,Europe-UEFA-Europa-League,UEL,6,410,9,5,14,6.63
509,Mohamed Elneny,2012/2013,FC Basel 1893,Europe-UEFA-Europa-League,UEL,8,460,6,8,14,6.43
510,Massimo Luongo,2017/2018,Queens Park R..,England-Championship,EC,39,3389,149,74,223,7.32
511,Massimo Luongo,2016/2017,Queens Park R..,England-Championship,EC,35,3084,122,49,171,7.27
512,Massimo Luongo,2015/2016,Queens Park R..,England-Championship,EC,30,2308,79,20,99,7.09
513,Jesse Lingard,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,246,9,2,11,6.23
514,Jesse Lingard,2017/2018,Manchester Un..,England-Premier-League,EPL,33,1823,30,22,52,6.82
515,Jesse Lingard,2016/2017,Manchester Un..,England-Premier-League,EPL,25,1369,17,11,28,6.69
516,Jesse Lingard,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,10,526,7,5,12,6.71
517,Jesse Lingard,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,266,6,5,11,7.03
518,Jesse Lingard,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,350,9,2,11,7.18
519,Jesse Lingard,2015/2016,Manchester Un..,England-Premier-League,EPL,25,1635,38,30,68,6.71
520,Jesse Lingard,2015,England U21,International-EURO-U-21,IEU,3,199,3,-,3,6.79
521,Jesse Lingard,2014/2015,Derby,England-Championship,EC,14,658,8,4,12,6.59
522,Jesse Lingard,2014/2015,Manchester Un..,England-Premier-League,EPL,1,24,1,-,1,6.32
523,Jesse Lingard,2013/2014,Birmingham,England-Championship,EC,13,1086,29,11,40,7.22
524,Jesse Lingard,2013/2014,Brighton,England-Championship,EC,17,1399,37,17,54,7.09
525,Harry Maguire,2017/2018,Leicester,England-Premier-League,EPL,38,3420,63,17,80,7.08
526,Harry Maguire,2016/2017,Hull,England-Premier-League,EPL,29,2307,54,17,71,7.07
527,Harry Maguire,2015/2016,Hull,England-Championship,EC,24,1637,24,9,33,7.0
528,Harry Maguire,2014/2015,Wigan,England-Championship,EC,16,1440,23,11,34,7.33
529,Harry Maguire,2014/2015,Hull,England-Premier-League,EPL,3,92,5,3,8,6.96
530,Wílmar Barrios,2017/2018,Boca Juniors,Argentina-Primera-División,APD,23,1991,69,26,95,7.36
531,Wílmar Barrios,2016/2017,Boca Juniors,Argentina-Primera-División,APD,19,1072,50,10,60,6.99
532,Tomasz Kędziora,2017/2018,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,9,747,22,6,28,6.85
533,Tomasz Kędziora,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,4,360,15,3,18,6.95
534,Piotr Zieliński,2017/2018,Napoli,Italy-Serie-A,ISA,36,1659,31,15,46,6.75
535,Piotr Zieliński,2017/2018,Napoli,Europe-UEFA-Europa-League,UEL,2,180,-,3,3,7.18
536,Piotr Zieliński,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,5,353,2,4,6,6.81
537,Piotr Zieliński,2016/2017,Napoli,Italy-Serie-A,ISA,36,1850,37,18,55,6.98
538,Piotr Zieliński,2016/2017,Napoli,Europe-UEFA-Champions-League,UCL,7,306,8,4,12,6.41
539,Piotr Zieliński,2015/2016,Empoli,Italy-Serie-A,ISA,35,3035,69,33,102,7.22
540,Piotr Zieliński,2014/2015,Empoli,Italy-Serie-A,ISA,28,1033,30,16,46,6.47
541,Piotr Zieliński,2016,Poland,International-European-Championship,UEC,1,46,2,-,2,6.16
542,Piotr Zieliński,2013/2014,Udinese,Italy-Serie-A,ISA,10,126,6,5,11,6.14
543,Piotr Zieliński,2012/2013,Udinese,Italy-Serie-A,ISA,9,318,10,11,21,6.49
544,Marko Pjaca,2017/2018,Schalke 04,Germany-Bundesliga,GB,7,260,5,2,7,6.61
545,Marko Pjaca,2016/2017,Juventus,Italy-Serie-A,ISA,14,448,9,7,16,6.31
546,Marko Pjaca,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,4,94,2,1,3,6.7
547,Marko Pjaca,2015/2016,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,385,1,1,2,6.21
548,Marko Pjaca,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,3,133,2,1,3,7.59
549,Marko Pjaca,2016,Croatia,International-European-Championship,UEC,2,91,1,1,2,6.7
550,Victor Lindelöf,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,5,450,5,1,6,6.98
551,Victor Lindelöf,2017/2018,Manchester Un..,England-Premier-League,EPL,17,1284,17,5,22,6.66
552,Victor Lindelöf,2016/2017,Benfica,Portugal-Liga-NOS,PLN,32,2880,18,7,25,7.03
553,Victor Lindelöf,2016/2017,Benfica,Europe-UEFA-Champions-League,UCL,8,720,5,-,5,6.57
554,Victor Lindelöf,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,4,360,2,-,2,6.65
555,Victor Lindelöf,2015,Sweden U21,International-EURO-U-21,IEU,5,405,8,5,13,6.61
556,Victor Lindelöf,2016,Sweden,International-European-Championship,UEC,3,270,2,3,5,6.41
557,Thomas Lemar,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,3,178,2,2,4,6.62
558,Thomas Lemar,2017/2018,Monaco,France-Ligue-1,FL1,30,2383,33,31,64,7.1
559,Thomas Lemar,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,12,895,14,13,27,7.23
560,Thomas Lemar,2016/2017,Monaco,France-Ligue-1,FL1,34,2612,49,36,85,7.48
561,Thomas Lemar,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,4,199,2,1,3,6.81
562,Thomas Lemar,2015/2016,Monaco,France-Ligue-1,FL1,26,1810,39,19,58,7.12
563,Thomas Lemar,2014/2015,Caen,France-Ligue-1,FL1,25,716,19,9,28,6.55
564,Sergio Agüero,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,440,3,3,6,7.05
565,Sergio Agüero,2017/2018,Manchester Ci..,England-Premier-League,EPL,25,1969,9,15,24,7.81
566,Sergio Agüero,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,541,6,7,13,7.64
567,Sergio Agüero,2016/2017,Manchester Ci..,England-Premier-League,EPL,31,2407,18,20,38,7.33
568,Sergio Agüero,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,706,7,6,13,6.74
569,Sergio Agüero,2015/2016,Manchester Ci..,England-Premier-League,EPL,30,2375,15,19,34,7.39
570,Sergio Agüero,2015,Argentina,International-Copa-America,ICA,5,386,4,2,6,7.2
571,Sergio Agüero,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,550,3,4,7,7.09
572,Sergio Agüero,2014/2015,Manchester Ci..,England-Premier-League,EPL,33,2540,22,17,39,7.67
573,Sergio Agüero,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,433,2,-,2,7.67
574,Sergio Agüero,2013/2014,Manchester Ci..,England-Premier-League,EPL,23,1539,13,7,20,7.71
575,Sergio Agüero,2014,Argentina,International-FIFA-World-Cup,WC,5,256,2,3,5,6.12
576,Sergio Agüero,2012/2013,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,391,4,1,5,6.88
577,Sergio Agüero,2012/2013,Manchester Ci..,England-Premier-League,EPL,30,1946,26,7,33,7.03
578,Sergio Agüero,2011/2012,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,323,1,1,2,6.55
579,Sergio Agüero,2011/2012,Manchester Ci..,England-Premier-League,EPL,34,2602,23,12,35,7.45
580,Sergio Agüero,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,32,2678,19,8,27,7.38
581,Sergio Agüero,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,31,2205,18,4,22,7.25
582,Sergio Agüero,2009/2010,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,444,7,4,11,7.17
583,Michał Pazdan,2016/2017,Legia Warszaw..,Europe-UEFA-Champions-League,UCL,3,270,5,1,6,6.65
584,Michał Pazdan,2016/2017,Legia Warszaw..,Europe-UEFA-Europa-League,UEL,2,180,3,1,4,6.79
585,Michał Pazdan,2015/2016,Legia Warszaw..,Europe-UEFA-Europa-League,UEL,4,359,12,2,14,7.12
586,Michał Pazdan,2016,Poland,International-European-Championship,UEC,5,450,2,2,4,6.95
587,Leon Balogun,2017/2018,Mainz 05,Germany-Bundesliga,GB,14,1176,39,9,48,6.76
588,Leon Balogun,2016/2017,Mainz 05,Germany-Bundesliga,GB,17,1024,25,5,30,6.65
589,Leon Balogun,2016/2017,Mainz 05,Europe-UEFA-Europa-League,UEL,2,180,7,-,7,7.48
590,Leon Balogun,2015/2016,Mainz 05,Germany-Bundesliga,GB,21,1511,43,11,54,7.12
591,Leon Balogun,2012/2013,Fortuna Duess..,Germany-Bundesliga,GB,17,1429,78,24,102,7.35
592,Leon Balogun,2010/2011,Werder Bremen,Germany-Bundesliga,GB,3,54,3,1,4,6.01
593,Leon Balogun,2009/2010,Hannover 96,Germany-Bundesliga,GB,2,127,5,1,6,6.39
594,Eduardo Salvio,2017/2018,Benfica,Portugal-Liga-NOS,PLN,26,1608,28,15,43,7.05
595,Eduardo Salvio,2017/2018,Benfica,Europe-UEFA-Champions-League,UCL,5,398,9,1,10,6.82
596,Eduardo Salvio,2016/2017,Benfica,Portugal-Liga-NOS,PLN,29,2010,34,14,48,7.22
597,Eduardo Salvio,2016/2017,Benfica,Europe-UEFA-Champions-League,UCL,8,628,11,9,20,7.04
598,Eduardo Salvio,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,3,92,1,3,4,6.55
599,Eduardo Salvio,2014/2015,Benfica,Europe-UEFA-Champions-League,UCL,5,450,8,5,13,7.08
600,Eduardo Salvio,2013/2014,Benfica,Europe-UEFA-Europa-League,UEL,6,361,11,4,15,7.47
601,Eduardo Salvio,2012/2013,Benfica,Europe-UEFA-Europa-League,UEL,8,544,6,4,10,6.71
602,Eduardo Salvio,2012/2013,Benfica,Europe-UEFA-Champions-League,UCL,5,450,9,-,9,7.27
603,Eduardo Salvio,2011/2012,Atletico Madr..,Spain-La-Liga,SLL,31,1623,53,14,67,6.83
604,Eduardo Salvio,2010/2011,Benfica,Europe-UEFA-Champions-League,UCL,5,226,6,1,7,6.49
605,Eduardo Salvio,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,13,562,13,4,17,6.71
606,Pontus Jansson,2017/2018,Leeds,England-Championship,EC,42,3560,52,11,63,7.12
607,Pontus Jansson,2016/2017,Leeds,England-Championship,EC,34,3014,56,7,63,7.57
608,Pontus Jansson,2015/2016,Torino,Italy-Serie-A,ISA,7,614,5,1,6,6.9
609,Pontus Jansson,2014/2015,Torino,Italy-Serie-A,ISA,9,625,13,2,15,6.61
610,Pontus Jansson,2014/2015,Torino,Europe-UEFA-Europa-League,UEL,5,391,9,-,9,6.91
611,Jefferson Lerma,2017/2018,Levante,Spain-La-Liga,SLL,26,2138,51,28,79,6.99
612,Jefferson Lerma,2015/2016,Levante,Spain-La-Liga,SLL,33,2686,60,20,80,6.68
613,Sardar Azmoun,2017/2018,Rubin Kazan,Russia-Premier-League,RPL,26,1429,12,4,16,6.71
614,Sardar Azmoun,2016/2017,FC Rostov,Russia-Premier-League,RPL,27,1651,17,3,20,6.71
615,Sardar Azmoun,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,6,458,8,2,10,7.18
616,Sardar Azmoun,2016/2017,FC Rostov,Europe-UEFA-Europa-League,UEL,4,146,2,3,5,6.44
617,Sardar Azmoun,2015/2016,FC Rostov,Russia-Premier-League,RPL,24,1277,13,4,17,6.76
618,Sardar Azmoun,2014/2015,FC Rostov,Russia-Premier-League,RPL,11,441,1,-,1,6.45
619,Sardar Azmoun,2014/2015,Rubin Kazan,Russia-Premier-League,RPL,13,529,8,4,12,6.33
620,Sardar Azmoun,2013/2014,Rubin Kazan,Russia-Premier-League,RPL,14,800,2,4,6,6.77
621,Saúl,2010/2011,Deportivo La ..,,SLL,13,636,14,4,18,6.6
622,Takuma Asano,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,15,719,7,6,13,6.28
623,Takuma Asano,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,26,1670,20,10,30,6.73
624,Paweł Dawidowicz,2016/2017,Bochum,,GB2,17,1049,25,4,29,6.63
625,Pierre-Emile Højbjerg,2017/2018,Southampton,England-Premier-League,EPL,23,1671,45,43,88,6.61
626,Pierre-Emile Højbjerg,2016/2017,Southampton,England-Premier-League,EPL,22,1299,44,29,73,6.79
627,Pierre-Emile Højbjerg,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,6,412,7,-,7,6.77
628,Pierre-Emile Højbjerg,2015/2016,Schalke 04,Germany-Bundesliga,GB,23,1274,33,18,51,6.77
629,Pierre-Emile Højbjerg,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,6,359,9,1,10,7.12
630,Pierre-Emile Højbjerg,2015,Denmark U21,International-EURO-U-21,IEU,3,269,4,5,9,7.12
631,Pierre-Emile Højbjerg,2014/2015,Bayern Munich,Germany-Bundesliga,GB,8,286,10,3,13,6.68
632,Pierre-Emile Højbjerg,2014/2015,Augsburg,Germany-Bundesliga,GB,16,1008,22,18,40,7.02
633,Pierre-Emile Højbjerg,2014/2015,Bayern Munich,Europe-UEFA-Champions-League,UCL,3,182,1,4,5,6.69
634,Pierre-Emile Højbjerg,2013/2014,Bayern Munich,Germany-Bundesliga,GB,7,289,8,7,15,6.95
635,Pierre-Emile Højbjerg,2012/2013,Bayern Munich,Germany-Bundesliga,GB,2,25,-,-,-,6.33
636,Luis Abram,2017/2018,Velez Sarsfie..,,APD,12,1026,25,12,37,6.84
637,Amine Harit,2017/2018,Schalke 04,Germany-Bundesliga,GB,31,2053,39,24,63,6.92
638,Amine Harit,2016/2017,Nantes,France-Ligue-1,FL1,30,2189,34,25,59,6.79
639,Kasper Dolberg,2017/2018,Ajax,Netherlands-Eredivisie,NE,23,1143,7,2,9,6.69
640,Kasper Dolberg,2016/2017,Ajax,Netherlands-Eredivisie,NE,29,2158,8,5,13,7.41
641,Kasper Dolberg,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,13,904,6,3,9,6.93
642,Predrag Rajković,2017/2018,Maccabi Tel A..,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,6.33
643,Predrag Rajković,2016/2017,Maccabi Tel A..,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,6.39
644,Predrag Rajković,2015/2016,Maccabi Tel A..,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,6.22
645,Marko Dmitrović,2017/2018,Eibar,Spain-La-Liga,SLL,36,3240,4,7,11,6.54
646,Marko Dmitrović,2015,Serbia U21,International-EURO-U-21,IEU,3,270,-,3,3,6.1
647,Marko Dmitrović,2014/2015,Charlton,England-Championship,EC,5,405,-,-,-,6.68
648,Uroš Spajić,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,5,363,2,1,3,6.55
649,Uroš Spajić,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,9,810,14,1,15,7.07
650,Uroš Spajić,2015/2016,Toulouse,France-Ligue-1,FL1,14,1088,20,6,26,6.56
651,Uroš Spajić,2015,Serbia U21,International-EURO-U-21,IEU,3,270,1,1,2,6.48
652,Uroš Spajić,2014/2015,Toulouse,France-Ligue-1,FL1,17,1478,21,6,27,6.86
653,Uroš Spajić,2013/2014,Toulouse,France-Ligue-1,FL1,32,2591,56,17,73,6.91
654,Miloš Veljković,2017/2018,Werder Bremen,Germany-Bundesliga,GB,30,2656,45,22,67,6.64
655,Miloš Veljković,2016/2017,Werder Bremen,Germany-Bundesliga,GB,26,1810,25,21,46,6.44
656,Miloš Veljković,2015/2016,Werder Bremen,Germany-Bundesliga,GB,3,93,3,2,5,6.46
657,Miloš Veljković,2014/2015,Charlton,England-Championship,EC,3,198,6,1,7,6.74
658,Miloš Veljković,2014/2015,Middlesbrough,England-Championship,EC,3,145,7,4,11,6.55
659,Miloš Veljković,2013/2014,Tottenham,England-Premier-League,EPL,2,30,-,1,1,6.25
660,Nikola Milenković,2017/2018,Fiorentina,,ISA,16,1254,39,13,52,6.84
661,Milan Rodić,2017/2018,FK Crvena Zve..,Europe-UEFA-Europa-League,UEL,6,530,5,4,9,7.0
662,Milan Rodić,2016/2017,Krylya Soveto..,Russia-Premier-League,RPL,16,1259,22,5,27,6.69
663,Milan Rodić,2015/2016,Krylya Soveto..,Russia-Premier-League,RPL,16,870,16,7,23,6.5
664,Milan Rodić,2014/2015,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,1,65,2,1,3,7.53
665,Milan Rodić,2014/2015,Zenit St. Pet..,Russia-Premier-League,RPL,1,1,-,-,-,6.0
666,Milan Rodić,2013/2014,Volga Nyzhny,Russia-Premier-League,RPL,18,1421,48,6,54,6.96
667,Milan Rodić,2012/2013,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,2,95,5,1,6,6.76
668,Dušan Tadić,2017/2018,Southampton,England-Premier-League,EPL,36,2813,46,24,70,6.78
669,Dušan Tadić,2016/2017,Southampton,England-Premier-League,EPL,33,2427,19,21,40,6.72
670,Dušan Tadić,2016/2017,Southampton,Europe-UEFA-Europa-League,UEL,5,306,6,4,10,6.82
671,Dušan Tadić,2015/2016,Southampton,England-Premier-League,EPL,34,2293,37,25,62,7.07
672,Dušan Tadić,2014/2015,Southampton,England-Premier-League,EPL,31,2064,41,24,65,6.98
673,Dušan Tadić,2013/2014,Twente,Netherlands-Eredivisie,NE,33,2970,36,24,60,7.8
674,Dušan Tadić,2012/2013,Twente,Europe-UEFA-Europa-League,UEL,6,468,3,1,4,7.23
675,Nemanja Matić,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,7,564,17,5,22,7.29
676,Nemanja Matić,2017/2018,Manchester Un..,England-Premier-League,EPL,36,3119,70,48,118,7.2
677,Nemanja Matić,2016/2017,Chelsea,England-Premier-League,EPL,35,2697,52,27,79,7.01
678,Nemanja Matić,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,5,377,19,1,20,7.31
679,Nemanja Matić,2015/2016,Chelsea,England-Premier-League,EPL,33,2421,84,34,118,6.98
680,Nemanja Matić,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,8,714,46,14,60,8.0
681,Nemanja Matić,2014/2015,Chelsea,England-Premier-League,EPL,36,3124,128,78,206,7.5
682,Nemanja Matić,2013/2014,Benfica,Europe-UEFA-Champions-League,UCL,6,540,16,9,25,6.84
683,Nemanja Matić,2013/2014,Chelsea,England-Premier-League,EPL,17,1364,56,24,80,7.63
684,Nemanja Matić,2012/2013,Benfica,Europe-UEFA-Europa-League,UEL,8,720,19,4,23,7.24
685,Nemanja Matić,2012/2013,Benfica,Europe-UEFA-Champions-League,UCL,5,437,15,3,18,6.81
686,Nemanja Matić,2011/2012,Benfica,Europe-UEFA-Champions-League,UCL,7,347,7,1,8,6.59
687,Nemanja Matić,2009/2010,Chelsea,England-Premier-League,EPL,2,40,5,1,6,6.47
688,Adem Ljajić,2017/2018,Torino,Italy-Serie-A,ISA,27,2155,12,8,20,7.21
689,Adem Ljajić,2016/2017,Torino,Italy-Serie-A,ISA,33,2521,14,14,28,7.18
690,Adem Ljajić,2015/2016,Inter,Italy-Serie-A,ISA,25,1445,9,10,19,6.82
691,Adem Ljajić,2015/2016,Roma,Italy-Serie-A,ISA,1,1,-,-,-,6.0
692,Adem Ljajić,2014/2015,Roma,Italy-Serie-A,ISA,32,2025,9,8,17,6.8
693,Adem Ljajić,2014/2015,Roma,Europe-UEFA-Champions-League,UCL,4,184,-,1,1,6.29
694,Adem Ljajić,2014/2015,Roma,Europe-UEFA-Europa-League,UEL,3,237,2,1,3,6.24
695,Adem Ljajić,2013/2014,Roma,Italy-Serie-A,ISA,28,1621,19,11,30,7.01
696,Adem Ljajić,2012/2013,Fiorentina,Italy-Serie-A,ISA,28,1628,11,7,18,7.3
697,Adem Ljajić,2011/2012,Fiorentina,Italy-Serie-A,ISA,15,659,4,2,6,6.33
698,Adem Ljajić,2010/2011,Fiorentina,Italy-Serie-A,ISA,26,1389,5,7,12,6.49
699,Adem Ljajić,2009/2010,Fiorentina,Italy-Serie-A,ISA,9,360,5,3,8,6.35
700,Luka Milivojević,2017/2018,Crystal Palac..,England-Premier-League,EPL,36,3082,85,55,140,7.01
701,Luka Milivojević,2016/2017,Crystal Palac..,England-Premier-League,EPL,14,1227,29,20,49,6.94
702,Luka Milivojević,2016/2017,Olympiacos,Europe-UEFA-Europa-League,UEL,4,343,5,5,10,7.08
703,Luka Milivojević,2015/2016,Olympiacos,Europe-UEFA-Europa-League,UEL,2,180,6,3,9,7.09
704,Luka Milivojević,2015/2016,Olympiacos,Europe-UEFA-Champions-League,UCL,4,360,10,8,18,6.7
705,Luka Milivojević,2014/2015,Olympiacos,Europe-UEFA-Champions-League,UCL,5,450,10,6,16,6.67
706,Luka Milivojević,2014/2015,Olympiacos,Europe-UEFA-Europa-League,UEL,2,84,2,-,2,6.08
707,Luka Milivojević,2013/2014,Anderlecht,Europe-UEFA-Champions-League,UCL,4,251,2,3,5,6.28
708,Mijat Gaćinović,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,29,1820,56,32,88,6.75
709,Mijat Gaćinović,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,28,2234,47,35,82,6.82
710,Mijat Gaćinović,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,7,330,8,5,13,6.35
711,Marko Grujić,2017/2018,Cardiff,England-Championship,EC,13,986,24,9,33,7.14
712,Marko Grujić,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,1,5,-,-,-,6.13
713,Marko Grujić,2017/2018,Liverpool,England-Premier-League,EPL,3,14,2,-,2,6.12
714,Marko Grujić,2016/2017,Liverpool,England-Premier-League,EPL,5,38,1,1,2,6.22
715,Nemanja Maksimović,2017/2018,Valencia,Spain-La-Liga,SLL,15,551,21,8,29,6.53
716,Nemanja Maksimović,2016/2017,FC Astana,Europe-UEFA-Europa-League,UEL,5,450,11,6,17,7.0
717,Nemanja Maksimović,2015/2016,FC Astana,Europe-UEFA-Champions-League,UCL,5,450,5,8,13,6.34
718,Nemanja Radonjić,2017/2018,FK Crvena Zve..,,UEL,6,490,6,2,8,6.84
719,Aleksandar Prijović,2016/2017,Legia Warszaw..,Europe-UEFA-Champions-League,UCL,4,231,1,1,2,7.2
720,Aleksandar Prijović,2015/2016,Legia Warszaw..,Europe-UEFA-Europa-League,UEL,6,320,-,5,5,6.7
721,Luka Jović,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,22,929,5,2,7,6.57
722,Luka Jović,2016/2017,Benfica,Portugal-Liga-NOS,PLN,1,9,-,-,-,6.15
723,Luka Jović,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,1,2,-,-,-,6.17
724,Blerim Džemaili,2017/2018,Bologna,Italy-Serie-A,ISA,15,1196,27,18,45,6.75
725,Blerim Džemaili,2017,Montreal Impa..,USA-Major-League-Soccer,UMLS,22,1941,35,18,53,7.24
726,Blerim Džemaili,2016/2017,Bologna,Italy-Serie-A,ISA,31,2584,69,48,117,6.98
727,Blerim Džemaili,2015/2016,Genoa,Italy-Serie-A,ISA,27,1789,50,32,82,6.79
728,Blerim Džemaili,2014/2015,Galatasaray,Turkey-Super-Lig,TS,11,556,8,6,14,6.27
729,Blerim Džemaili,2014/2015,Galatasaray,Europe-UEFA-Champions-League,UCL,4,299,7,6,13,6.47
730,Blerim Džemaili,2016,Switzerland,International-European-Championship,UEC,4,307,5,5,10,6.71
731,Blerim Džemaili,2013/2014,Napoli,Italy-Serie-A,ISA,24,1547,40,36,76,7.06
732,Blerim Džemaili,2013/2014,Napoli,Europe-UEFA-Champions-League,UCL,3,242,5,8,13,6.71
733,Blerim Džemaili,2013/2014,Napoli,Europe-UEFA-Europa-League,UEL,1,90,-,1,1,6.2
734,Blerim Džemaili,2014,Switzerland,International-FIFA-World-Cup,WC,2,48,-,1,1,6.62
735,Blerim Džemaili,2012/2013,Napoli,Italy-Serie-A,ISA,34,1954,77,43,120,7.01
736,Blerim Džemaili,2012/2013,Napoli,Europe-UEFA-Europa-League,UEL,7,557,13,7,20,6.91
737,Blerim Džemaili,2011/2012,Napoli,Italy-Serie-A,ISA,28,1956,50,27,77,6.93
738,Blerim Džemaili,2011/2012,Napoli,Europe-UEFA-Champions-League,UCL,6,183,7,1,8,6.2
739,Blerim Džemaili,2010/2011,Parma,Italy-Serie-A,ISA,30,2225,100,40,140,7.04
740,Blerim Džemaili,2009/2010,Parma,Italy-Serie-A,ISA,19,1368,37,11,48,6.97
741,Haris Seferović,2017/2018,Benfica,Portugal-Liga-NOS,PLN,20,832,4,6,10,6.54
742,Haris Seferović,2017/2018,Benfica,Europe-UEFA-Champions-League,UCL,4,219,-,1,1,6.31
743,Haris Seferović,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,25,1061,4,6,10,6.28
744,Haris Seferović,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,29,2211,13,16,29,6.68
745,Haris Seferović,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,32,2850,33,23,56,7.12
746,Haris Seferović,2016,Switzerland,International-European-Championship,UEC,4,260,1,1,2,6.52
747,Haris Seferović,2013/2014,Real Sociedad,Spain-La-Liga,SLL,23,849,9,2,11,6.42
748,Haris Seferović,2013/2014,Real Sociedad,Europe-UEFA-Champions-League,UCL,6,251,1,2,3,6.15
749,Haris Seferović,2014,Switzerland,International-FIFA-World-Cup,WC,4,111,-,-,-,6.12
750,Haris Seferović,2012/2013,Fiorentina,Italy-Serie-A,ISA,7,183,2,1,3,6.2
751,Haris Seferović,2011/2012,Lecce,Italy-Serie-A,ISA,5,137,1,-,1,6.09
752,Haris Seferović,2010/2011,Fiorentina,Italy-Serie-A,ISA,1,11,-,-,-,6.13
753,Josip Drmić,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,13,463,-,4,4,6.39
754,Josip Drmić,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,12,276,2,3,5,6.16
755,Josip Drmić,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,3,171,-,2,2,6.67
756,Josip Drmić,2015/2016,Hamburger SV,Germany-Bundesliga,GB,6,420,7,10,17,6.73
757,Josip Drmić,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,13,441,6,1,7,6.16
758,Josip Drmić,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,3,102,1,2,3,6.09
759,Josip Drmić,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,794,3,5,8,6.41
760,Josip Drmić,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,7,316,-,-,-,6.2
761,Josip Drmić,2013/2014,Nuernberg,Germany-Bundesliga,GB,33,2666,26,31,57,7.08
