,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating
4327,Paulo Dybala,2015/2016,Juventus,Italy-Serie-A,ISA,34,2465,26,5,21,7.71
4328,Paulo Dybala,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,7,420,12,2,10,6.72
4329,Paulo Dybala,2014/2015,Palermo,Italy-Serie-A,ISA,34,2965,81,15,66,7.37
4330,Paulo Dybala,2012/2013,Palermo,Italy-Serie-A,ISA,27,1250,32,7,25,6.39
4331,Alfred Gomis,2017/2018,SPAL 2013,,ISA,26,2260,5,5,-,6.69
4332,Trézéguet,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,31,2652,42,18,24,7.53
4333,Trézéguet,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,1,19,1,-,1,5.83
4334,Fahad Al-Muwallad,2017/2018,Levante,,SLL,2,26,-,-,-,5.99
4335,José Giménez,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,23,1684,89,58,31,6.95
4336,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,7,630,29,19,10,7.34
4337,José Giménez,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,272,16,10,6,7.1
4338,José Giménez,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,17,1013,71,50,21,7.17
4339,José Giménez,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,6,507,37,26,11,7.79
4340,José Giménez,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,27,2430,85,58,27,7.22
4341,José Giménez,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,631,34,19,15,7.07
4342,José Giménez,2015,Uruguay,International-Copa-America,ICA,4,360,20,15,5,7.51
4343,José Giménez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,20,1752,103,67,36,7.52
4344,José Giménez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,274,15,11,4,7.33
4345,José Giménez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,1,90,4,3,1,6.67
4346,José Giménez,2014,Uruguay,International-FIFA-World-Cup,WC,3,270,12,4,8,6.87
4347,Bruno Fernandes,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,33,2806,46,24,22,7.55
4348,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,6,537,6,2,4,7.75
4349,Bruno Fernandes,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,537,10,2,8,7.07
4350,Bruno Fernandes,2016/2017,Sampdoria,Italy-Serie-A,ISA,34,1725,28,8,20,6.61
4351,Bruno Fernandes,2015/2016,Udinese,Italy-Serie-A,ISA,31,2115,46,16,30,6.9
4352,Bruno Fernandes,2014/2015,Udinese,Italy-Serie-A,ISA,31,1605,34,9,25,6.43
4353,Bruno Fernandes,2013/2014,Udinese,Italy-Serie-A,ISA,24,1557,48,18,30,7.12
4354,Gelson Martins,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,31,2688,27,10,17,7.4
4355,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,5,445,12,3,9,7.07
4356,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,463,3,-,3,6.77
4357,Gelson Martins,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2771,34,6,28,7.31
4358,Gelson Martins,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,506,3,1,2,7.0
4359,Gelson Martins,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,273,6,3,3,6.67
4360,Kepa Arrizabalaga,2017/2018,Athletic Bilb..,Spain-La-Liga,SLL,30,2700,10,9,1,6.79
4361,Kepa Arrizabalaga,2016/2017,Athletic Bilb..,Spain-La-Liga,SLL,23,2016,7,6,1,6.56
4362,Pione Sisto,2017/2018,Celta Vigo,Spain-La-Liga,SLL,34,2535,16,1,15,6.96
4363,Pione Sisto,2016/2017,Celta Vigo,Spain-La-Liga,SLL,30,1666,24,3,21,6.67
4364,Pione Sisto,2016/2017,Celta Vigo,Europe-UEFA-Europa-League,UEL,13,948,14,3,11,6.84
4365,Pione Sisto,2015/2016,FC Midtjyllan..,Europe-UEFA-Europa-League,UEL,7,480,2,2,-,7.18
4366,Pione Sisto,2015,Denmark U21,International-EURO-U-21,IEU,3,130,5,1,4,6.74
4367,Yussuf Poulsen,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,30,1662,172,100,72,6.68
4368,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,215,43,29,14,6.59
4369,Yussuf Poulsen,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,4,200,34,16,18,6.55
4370,Yussuf Poulsen,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,29,2068,217,115,102,7.01
4371,Yussuf Poulsen,2015/2016,RasenBallspor..,Germany-Bundesliga-II,GB2,32,1991,240,122,118,6.93
4372,Yussuf Poulsen,2015,Denmark U21,International-EURO-U-21,IEU,4,331,12,7,5,6.55
4373,Benjamin Mendy,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,6.84
4374,Benjamin Mendy,2017/2018,Manchester Ci..,England-Premier-League,EPL,7,362,9,5,4,6.87
4375,Benjamin Mendy,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,7,525,16,9,7,7.52
4376,Benjamin Mendy,2016/2017,Monaco,France-Ligue-1,FL1,25,2060,66,40,26,7.25
4377,Benjamin Mendy,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,606,16,9,7,7.42
4378,Benjamin Mendy,2015/2016,Marseille,France-Ligue-1,FL1,24,1953,71,38,33,7.14
4379,Benjamin Mendy,2014/2015,Marseille,France-Ligue-1,FL1,33,2921,94,59,35,7.2
4380,Benjamin Mendy,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,2,180,5,3,2,6.77
4381,Benjamin Mendy,2013/2014,Marseille,France-Ligue-1,FL1,24,1730,50,29,21,6.97
4382,Corentin Tolisso,2017/2018,Bayern Munich,Germany-Bundesliga,GB,26,1529,50,21,29,6.99
4383,Corentin Tolisso,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,497,17,9,8,7.09
4384,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,6,450,21,10,11,7.22
4385,Corentin Tolisso,2016/2017,Lyon,France-Ligue-1,FL1,31,2577,126,60,66,7.25
4386,Corentin Tolisso,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,639,54,20,34,7.15
4387,Corentin Tolisso,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,6,540,27,13,14,6.85
4388,Corentin Tolisso,2015/2016,Lyon,France-Ligue-1,FL1,33,2581,152,92,60,7.27
4389,Corentin Tolisso,2014/2015,Lyon,France-Ligue-1,FL1,38,3317,124,65,59,7.07
4390,Corentin Tolisso,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,9,507,12,6,6,6.37
4391,Corentin Tolisso,2013/2014,Lyon,France-Ligue-1,FL1,14,787,29,15,14,6.67
4392,Andy Polo,2018,Portland Timb..,,UMLS,7,508,4,2,2,6.55
4393,Dominik Livakovic,2016/2017,Dinamo Zagreb,,UCL,4,360,1,1,-,7.23
4394,Joshua Kimmich,2017/2018,Bayern Munich,Germany-Bundesliga,GB,29,2334,40,22,18,7.23
4395,Joshua Kimmich,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,11,897,19,7,12,7.33
4396,Joshua Kimmich,2016/2017,Bayern Munich,Germany-Bundesliga,GB,27,1542,54,23,31,6.99
4397,Joshua Kimmich,2016/2017,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,289,4,-,4,6.82
4398,Joshua Kimmich,2015/2016,Bayern Munich,Germany-Bundesliga,GB,23,1423,49,18,31,6.79
4399,Joshua Kimmich,2015/2016,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,601,20,9,11,6.55
4400,Joshua Kimmich,2015,Germany U21,International-EURO-U-21,IEU,4,315,7,5,2,6.67
4401,Joshua Kimmich,2016,Germany,International-European-Championship,UEC,4,360,18,7,11,7.19
4402,Leon Goretzka,2017/2018,Schalke 04,Germany-Bundesliga,GB,26,1983,70,35,35,7.03
4403,Leon Goretzka,2016/2017,Schalke 04,Germany-Bundesliga,GB,30,2569,116,47,69,7.21
4404,Leon Goretzka,2016/2017,Schalke 04,Europe-UEFA-Europa-League,UEL,9,667,24,9,15,7.33
4405,Leon Goretzka,2015/2016,Schalke 04,Germany-Bundesliga,GB,25,1993,93,40,53,7.27
4406,Leon Goretzka,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,7,567,41,20,21,7.38
4407,Leon Goretzka,2014/2015,Schalke 04,Germany-Bundesliga,GB,10,380,35,18,17,6.57
4408,Leon Goretzka,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,33,2,-,2,6.54
4409,Leon Goretzka,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,4,47,2,1,1,5.85
4410,Leon Goretzka,2013/2014,Schalke 04,Germany-Bundesliga,GB,25,1503,138,63,75,7.22
4411,Emil Krafth,2017/2018,Bologna,Italy-Serie-A,ISA,12,947,32,15,17,6.42
4412,Emil Krafth,2016/2017,Bologna,Italy-Serie-A,ISA,26,1651,39,18,21,6.35
4413,Emil Krafth,2015/2016,Bologna,Italy-Serie-A,ISA,4,144,-,-,-,6.43
4414,Emil Krafth,2012/2013,Helsingborg,Europe-UEFA-Europa-League,UEL,2,155,3,1,2,6.8
4415,Jordan Lukaku,2017/2018,Lazio,Italy-Serie-A,ISA,30,1345,24,7,17,6.59
4416,Jordan Lukaku,2017/2018,Lazio,Europe-UEFA-Europa-League,UEL,9,615,8,4,4,6.64
4417,Jordan Lukaku,2016/2017,Lazio,Italy-Serie-A,ISA,16,846,12,6,6,6.58
4418,Jordan Lukaku,2016,Belgium,International-European-Championship,UEC,1,75,2,-,2,5.93
4419,Adnan Januzaj,2017/2018,Real Sociedad,Spain-La-Liga,SLL,28,1580,19,5,14,6.86
4420,Adnan Januzaj,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,368,6,3,3,7.46
4421,Adnan Januzaj,2016/2017,Sunderland,England-Premier-League,EPL,25,1630,52,13,39,6.52
4422,Adnan Januzaj,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,6,160,3,-,3,6.53
4423,Adnan Januzaj,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,5,331,5,-,5,6.8
4424,Adnan Januzaj,2015/2016,Manchester Un..,England-Premier-League,EPL,5,144,3,-,3,6.33
4425,Adnan Januzaj,2014/2015,Manchester Un..,England-Premier-League,EPL,18,850,23,9,14,6.47
4426,Adnan Januzaj,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,99,3,-,3,6.52
4427,Adnan Januzaj,2013/2014,Manchester Un..,England-Premier-League,EPL,27,1641,21,3,18,6.96
4428,Adnan Januzaj,2014,Belgium,International-FIFA-World-Cup,WC,1,60,-,-,-,6.67
4429,Leander Dendoncker,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,540,16,5,11,6.1
4430,Leander Dendoncker,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,12,1080,71,32,39,7.25
4431,Leander Dendoncker,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,6,540,12,7,5,6.76
4432,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,4,140,7,3,4,6.43
4433,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,171,11,6,5,7.0
4434,Fidel Escobar,2018,New York Red ..,USA-Major-League-Soccer,UMLS,2,169,16,7,9,7.32
4435,Fidel Escobar,2017,New York Red ..,USA-Major-League-Soccer,UMLS,6,482,23,13,10,6.97
4436,Mouez Hassen,2015/2016,Nice,France-Ligue-1,FL1,14,1075,9,7,2,6.77
4437,Mouez Hassen,2014/2015,Nice,France-Ligue-1,FL1,30,2700,11,11,-,6.46
4438,Mouez Hassen,2013/2014,Nice,France-Ligue-1,FL1,5,361,-,-,-,6.45
4439,Ellyes Skhiri,2017/2018,Montpellier,France-Ligue-1,FL1,35,3052,72,36,36,7.13
4440,Ellyes Skhiri,2016/2017,Montpellier,France-Ligue-1,FL1,37,3286,166,99,67,7.02
4441,Ellyes Skhiri,2015/2016,Montpellier,France-Ligue-1,FL1,12,814,28,18,10,7.0
4442,Ellyes Skhiri,2014/2015,Montpellier,France-Ligue-1,FL1,2,91,1,1,-,6.78
4443,Saîf-Eddine Khaoui,2017/2018,Troyes,France-Ligue-1,FL1,32,1960,31,9,22,6.81
4444,Saîf-Eddine Khaoui,2016/2017,Marseille,France-Ligue-1,FL1,9,144,3,-,3,6.17
4445,Yerry Mina,2017/2018,Barcelona,Spain-La-Liga,SLL,5,370,19,11,8,6.89
4446,Yerry Mina,2017,Palmeiras,Brazil-Brasileirão,BSA,15,1324,86,51,35,7.19
4447,Yerry Mina,2016,Palmeiras,Brazil-Brasileirão,BSA,13,990,64,32,32,7.29
4448,Bernardo Silva,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,563,6,3,3,7.2
4449,Bernardo Silva,2017/2018,Manchester Ci..,England-Premier-League,EPL,35,1520,19,5,14,6.79
4450,Bernardo Silva,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,11,921,14,2,12,6.97
4451,Bernardo Silva,2016/2017,Monaco,France-Ligue-1,FL1,37,2800,58,17,41,7.29
4452,Bernardo Silva,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,6,481,4,1,3,6.64
4453,Bernardo Silva,2015/2016,Monaco,France-Ligue-1,FL1,32,2240,59,12,47,7.0
4454,Bernardo Silva,2015,Portugal U21,International-EURO-U-21,IEU,5,398,10,3,7,7.68
4455,Bernardo Silva,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,7,197,4,1,3,6.58
4456,Bernardo Silva,2014/2015,Monaco,France-Ligue-1,FL1,32,2287,45,17,28,7.23
4457,Raheem Sterling,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,497,6,2,4,7.4
4458,Raheem Sterling,2017/2018,Manchester Ci..,England-Premier-League,EPL,33,2593,32,8,24,7.55
4459,Raheem Sterling,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,577,5,2,3,7.25
4460,Raheem Sterling,2016/2017,Manchester Ci..,England-Premier-League,EPL,33,2517,39,12,27,7.05
4461,Raheem Sterling,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,10,578,6,3,3,7.19
4462,Raheem Sterling,2015/2016,Manchester Ci..,England-Premier-League,EPL,31,1928,30,8,22,6.78
4463,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,6,463,1,-,1,6.92
4464,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,103,2,-,2,6.1
4465,Raheem Sterling,2014/2015,Liverpool,England-Premier-League,EPL,35,3053,30,5,25,7.27
4466,Raheem Sterling,2016,England,International-European-Championship,UEC,3,193,5,2,3,6.55
4467,Raheem Sterling,2013/2014,Liverpool,England-Premier-League,EPL,33,2221,33,11,22,7.4
4468,Raheem Sterling,2014,England,International-FIFA-World-Cup,WC,3,183,3,2,1,6.54
4469,Raheem Sterling,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,7,187,3,2,1,6.14
4470,Raheem Sterling,2012/2013,Liverpool,England-Premier-League,EPL,24,1749,24,4,20,6.97
4471,Raheem Sterling,2011/2012,Liverpool,England-Premier-League,EPL,3,25,-,-,-,6.1
4472,Karol Linetty,2017/2018,Sampdoria,Italy-Serie-A,ISA,29,2133,61,12,49,6.71
4473,Karol Linetty,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,2386,63,24,39,6.74
4474,Karol Linetty,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,336,3,2,1,6.61
4475,M'Baye Niang,2017/2018,Torino,Italy-Serie-A,ISA,26,1540,100,37,63,6.69
4476,M'Baye Niang,2016/2017,AC Milan,Italy-Serie-A,ISA,18,1123,34,15,19,6.55
4477,M'Baye Niang,2016/2017,Watford,England-Premier-League,EPL,16,1254,64,15,49,6.75
4478,M'Baye Niang,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1162,75,20,55,7.02
4479,M'Baye Niang,2014/2015,Genoa,Italy-Serie-A,ISA,14,971,71,19,52,7.02
4480,M'Baye Niang,2014/2015,AC Milan,Italy-Serie-A,ISA,5,87,11,5,6,6.24
4481,M'Baye Niang,2013/2014,AC Milan,Italy-Serie-A,ISA,8,237,13,8,5,6.51
4482,M'Baye Niang,2013/2014,Montpellier,France-Ligue-1,FL1,19,1386,181,66,115,6.77
4483,M'Baye Niang,2012/2013,AC Milan,Italy-Serie-A,ISA,20,869,39,12,27,6.68
4484,M'Baye Niang,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,2,77,2,1,1,5.94
4485,M'Baye Niang,2011/2012,Caen,France-Ligue-1,FL1,23,1053,40,13,27,6.36
4486,M'Baye Niang,2010/2011,Caen,France-Ligue-1,FL1,7,343,14,6,8,6.86
4487,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,8,4,4,7.43
4488,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,537,7,3,4,6.78
4489,Aleksandr Golovin,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,27,2283,27,9,18,7.25
4490,Aleksandr Golovin,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2524,47,20,27,7.23
4491,Aleksandr Golovin,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,9,4,5,6.86
4492,Aleksandr Golovin,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,17,621,20,8,12,6.49
4493,Aleksandr Golovin,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,16,1,1,-,6.16
4494,Aleksandr Golovin,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,7,121,1,-,1,6.38
4495,Aleksandr Golovin,2016,Russia,International-European-Championship,UEC,3,161,7,3,4,6.18
4496,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,690,13,4,9,6.53
4497,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,1980,47,19,28,6.76
4498,Anton Miranchuk,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,3,82,4,1,3,6.07
4499,Nahitan Nández,2017/2018,Boca Juniors,,APD,24,1887,59,19,40,6.96
4500,Lucas Torreira,2017/2018,Sampdoria,Italy-Serie-A,ISA,36,3185,56,22,34,7.17
4501,Lucas Torreira,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,3049,45,13,32,6.98
4502,Álvaro Odriozola,2017/2018,Real Sociedad,Spain-La-Liga,SLL,35,2918,34,5,29,6.53
4503,Álvaro Odriozola,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,540,6,1,5,7.18
4504,Álvaro Odriozola,2016/2017,Real Sociedad,Spain-La-Liga,SLL,15,1285,16,9,7,6.61
4505,Robert Skov,2017/2018,FC Copenhagen,,UEL,2,117,3,2,1,6.71
4506,Presnel Kimpembe,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,3,198,4,1,3,6.53
4507,Presnel Kimpembe,2017/2018,Paris Saint G..,France-Ligue-1,FL1,28,2425,57,32,25,6.84
4508,Presnel Kimpembe,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,7.25
4509,Presnel Kimpembe,2016/2017,Paris Saint G..,France-Ligue-1,FL1,19,1710,44,24,20,7.06
4510,Presnel Kimpembe,2015/2016,Paris Saint G..,France-Ligue-1,FL1,6,426,14,7,7,7.28
4511,Presnel Kimpembe,2014/2015,Paris Saint G..,France-Ligue-1,FL1,1,14,-,-,-,6.27
4512,Benjamin Pavard,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,34,3060,189,102,87,7.1
4513,Benjamin Pavard,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,21,1702,100,69,31,7.25
4514,Benjamin Pavard,2015/2016,Lille,France-Ligue-1,FL1,13,635,13,5,8,6.57
4515,Benjamin Pavard,2014/2015,Lille,France-Ligue-1,FL1,8,508,15,10,5,6.67
4516,Lucas Hernández,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,27,2117,79,44,35,7.24
4517,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,614,26,15,11,7.06
4518,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,270,6,2,4,6.67
4519,Lucas Hernández,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,15,1253,50,38,12,7.04
4520,Lucas Hernández,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,305,9,5,4,6.92
4521,Lucas Hernández,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,10,834,30,14,16,7.04
4522,Lucas Hernández,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,181,3,2,1,6.59
4523,Lucas Hernández,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,1,2,-,-,-,6.0
4524,Renato Tapia,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,330,3,-,3,6.43
4525,Renato Tapia,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,15,1243,59,32,27,7.3
4526,Renato Tapia,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,8,176,4,1,3,6.37
4527,Renato Tapia,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,3,270,7,5,2,7.14
4528,Renato Tapia,2015/2016,Twente,Netherlands-Eredivisie,NE,14,851,28,16,12,6.89
4529,Renato Tapia,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,3,144,4,1,3,6.31
4530,Renato Tapia,2014/2015,Twente,Netherlands-Eredivisie,NE,17,1119,53,27,26,6.94
4531,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,2,-,2,6.22
4532,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,18,5,13,7.06
4533,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,15,6,9,6.76
4534,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,-,-,-,6.72
4535,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,27,7,20,7.17
4536,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,45,18,27,7.57
4537,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,55,18,37,7.37
4538,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,7,2,5,6.48
4539,Tin Jedvaj,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,10,599,27,13,14,6.42
4540,Tin Jedvaj,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,18,1423,83,48,35,6.72
4541,Tin Jedvaj,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,4,286,24,11,13,6.96
4542,Tin Jedvaj,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,15,956,60,31,29,6.53
4543,Tin Jedvaj,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,265,6,6,-,6.6
4544,Tin Jedvaj,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,22,1663,109,56,53,6.97
4545,Tin Jedvaj,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,3,138,3,1,2,6.58
4546,Tin Jedvaj,2016,Croatia,International-European-Championship,UEC,1,90,1,-,1,6.63
4547,Tin Jedvaj,2013/2014,Roma,Italy-Serie-A,ISA,2,97,4,3,1,6.71
4548,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,9,4,5,6.52
4549,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,72,37,35,6.83
4550,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,56,23,33,6.68
4551,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,36,12,24,6.57
4552,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,6,3,3,6.24
4553,Oghenekaro Etebo,2017/2018,Las Palmas,Spain-La-Liga,SLL,14,1216,28,14,14,6.91
4554,Oghenekaro Etebo,2017/2018,Feirense,Portugal-Liga-NOS,PLN,18,1620,46,13,33,6.78
4555,Oghenekaro Etebo,2016/2017,Feirense,Portugal-Liga-NOS,PLN,23,1906,60,28,32,6.61
4556,Moses Simon,2016/2017,Gent,Europe-UEFA-Europa-League,UEL,8,530,8,-,8,6.6
4557,Moses Simon,2015/2016,Gent,Europe-UEFA-Champions-League,UCL,5,295,6,2,4,6.74
4558,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,73,44,29,6.9
4559,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,19,8,11,6.55
4560,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,96,63,33,6.99
4561,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,101,57,44,6.86
4562,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,86,55,31,7.2
4563,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,147,103,44,7.15
4564,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,2,2,-,5.84
4565,Jonathan Tah,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,28,2427,116,75,41,6.95
4566,Jonathan Tah,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,19,1637,78,46,32,6.92
4567,Jonathan Tah,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,450,24,17,7,7.18
4568,Jonathan Tah,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,2566,151,103,48,7.19
4569,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,360,10,8,2,7.08
4570,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,540,18,13,5,7.2
4571,Jonathan Tah,2013/2014,Hamburger SV,Germany-Bundesliga,GB,16,1279,106,63,43,7.01
4572,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,50,20,30,6.98
4573,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,67,21,46,6.95
4574,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,17,5,12,6.92
4575,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,66,27,39,6.84
4576,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,19,9,10,6.51
4577,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,3,1,2,6.22
4578,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,50,16,34,6.71
