,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Unsuccessful,Successful,Total_Dribbles,Rating
3840,Jannik Vestergaard,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,301,-,3,3,6.69
3841,Jannik Vestergaard,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,4,360,-,2,2,6.74
3842,Jannik Vestergaard,2015/2016,Werder Bremen,Germany-Bundesliga,GB,33,2970,5,18,23,7.15
3843,Jannik Vestergaard,2015,Denmark U21,International-EURO-U-21,IEU,4,360,-,4,4,7.52
3844,Jannik Vestergaard,2014/2015,Werder Bremen,Germany-Bundesliga,GB,15,1283,5,5,10,7.32
3845,Jannik Vestergaard,2014/2015,Hoffenheim,Germany-Bundesliga,GB,6,155,1,4,5,6.6
3846,Jannik Vestergaard,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1861,2,14,16,7.16
3847,Jannik Vestergaard,2012/2013,Hoffenheim,Germany-Bundesliga,GB,16,1340,1,5,6,6.79
3848,Jannik Vestergaard,2011/2012,Hoffenheim,Germany-Bundesliga,GB,23,1772,3,8,11,6.97
3849,Jannik Vestergaard,2010/2011,Hoffenheim,Germany-Bundesliga,GB,1,1,-,-,-,6.0
3850,Andreas Cornelius,2017/2018,Atalanta,Italy-Serie-A,ISA,23,928,11,6,17,6.52
3851,Andreas Cornelius,2017/2018,Atalanta,Europe-UEFA-Europa-League,UEL,4,25,2,-,2,6.62
3852,Andreas Cornelius,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,5,450,2,1,3,7.13
3853,Andreas Cornelius,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,9,1,10,6.89
3854,Andreas Cornelius,2014/2015,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,4,1,5,6.6
3855,Andreas Cornelius,2013/2014,Cardiff,England-Premier-League,EPL,8,107,2,-,2,6.04
3856,Andreas Cornelius,2012/2013,FC Copenhagen,Europe-UEFA-Europa-League,UEL,6,446,3,3,6,6.63
3857,Alphonse Areola,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,7.22
3858,Alphonse Areola,2017/2018,Paris Saint G..,France-Ligue-1,FL1,34,3060,-,-,-,6.88
3859,Alphonse Areola,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.36
3860,Alphonse Areola,2016/2017,Paris Saint G..,France-Ligue-1,FL1,15,1296,-,3,3,6.61
3861,Alphonse Areola,2015/2016,Villarreal,Spain-La-Liga,SLL,32,2880,-,2,2,7.09
3862,Alphonse Areola,2015/2016,Villarreal,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,7.33
3863,Alphonse Areola,2014/2015,SC Bastia,France-Ligue-1,FL1,35,3150,-,-,-,6.81
3864,Alphonse Areola,2012/2013,Paris Saint G..,France-Ligue-1,FL1,2,104,-,-,-,6.98
3865,Djibril Sidibé,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,3,253,2,1,3,6.34
3866,Djibril Sidibé,2017/2018,Monaco,France-Ligue-1,FL1,27,2157,30,21,51,7.14
3867,Djibril Sidibé,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,9,810,15,12,27,7.23
3868,Djibril Sidibé,2016/2017,Monaco,France-Ligue-1,FL1,29,2322,29,20,49,7.17
3869,Djibril Sidibé,2015/2016,Lille,France-Ligue-1,FL1,37,3275,36,50,86,7.45
3870,Djibril Sidibé,2014/2015,Lille,Europe-UEFA-Europa-League,UEL,2,137,1,2,3,6.68
3871,Djibril Sidibé,2014/2015,Lille,France-Ligue-1,FL1,25,2097,29,34,63,7.2
3872,Djibril Sidibé,2013/2014,Lille,France-Ligue-1,FL1,20,1354,22,10,32,6.96
3873,Djibril Sidibé,2012/2013,Lille,Europe-UEFA-Champions-League,UCL,3,169,-,1,1,6.73
3874,Djibril Sidibé,2012/2013,Lille,France-Ligue-1,FL1,14,781,10,6,16,6.95
3875,Florian Thauvin,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,12,731,15,30,45,6.99
3876,Florian Thauvin,2017/2018,Marseille,France-Ligue-1,FL1,35,2966,53,118,171,7.94
3877,Florian Thauvin,2016/2017,Marseille,France-Ligue-1,FL1,38,2978,82,91,173,7.37
3878,Florian Thauvin,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,2,37,2,2,4,6.47
3879,Florian Thauvin,2015/2016,Marseille,France-Ligue-1,FL1,16,947,32,26,58,6.59
3880,Florian Thauvin,2015/2016,Newcastle Uni..,England-Premier-League,EPL,13,420,20,11,31,6.2
3881,Florian Thauvin,2014/2015,Marseille,France-Ligue-1,FL1,36,2526,91,80,171,6.95
3882,Florian Thauvin,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,6,238,7,15,22,6.81
3883,Florian Thauvin,2013/2014,Marseille,France-Ligue-1,FL1,31,2096,68,47,115,6.92
3884,Florian Thauvin,2012/2013,SC Bastia,France-Ligue-1,FL1,32,2260,89,59,148,6.86
3885,Miguel Trauco,2018,Flamengo,Brazil-Brasileirão,BSA,2,91,1,2,3,7.25
3886,Miguel Trauco,2017,Flamengo,Brazil-Brasileirão,BSA,23,1904,13,11,24,6.76
3887,Nicolás Tagliafico,2017/2018,Independiente,Argentina-Primera-División,APD,9,761,8,8,16,7.32
3888,Nicolás Tagliafico,2017/2018,Ajax,Netherlands-Eredivisie,NE,15,1339,8,7,15,7.25
3889,Nicolás Tagliafico,2016/2017,Independiente,Argentina-Primera-División,APD,29,2610,13,15,28,7.25
3890,Nicolás Tagliafico,2016,Independiente,Argentina-Primera-División,APD,16,1440,6,11,17,7.33
3891,Manuel Lanzini,2017/2018,West Ham,England-Premier-League,EPL,27,2049,37,66,103,7.04
3892,Manuel Lanzini,2016/2017,West Ham,England-Premier-League,EPL,35,2716,41,88,129,7.11
3893,Manuel Lanzini,2015/2016,West Ham,England-Premier-League,EPL,26,1921,36,57,93,7.21
3894,Arnór Ingvi Traustason,2016/2017,Rapid Wien,Europe-UEFA-Europa-League,UEL,5,404,2,2,4,6.53
3895,Arnór Ingvi Traustason,2016,IFK Norrkoepi..,Sweden-Allsvenskan,SA,9,772,13,10,23,7.35
3896,Arnór Ingvi Traustason,2016,Iceland,International-European-Championship,UEC,2,11,1,-,1,6.6
3897,Shehu Abdullahi,2017/2018,Bursaspor,,TS,14,1147,1,13,14,6.94
3898,Ogenyi Onazi,2017/2018,Trabzonspor,Turkey-Super-Lig,TS,21,1305,2,11,13,6.7
3899,Ogenyi Onazi,2016/2017,Trabzonspor,Turkey-Super-Lig,TS,32,2463,8,31,39,6.99
3900,Ogenyi Onazi,2015/2016,Lazio,Italy-Serie-A,ISA,15,1186,4,10,14,6.89
3901,Ogenyi Onazi,2015/2016,Lazio,Europe-UEFA-Europa-League,UEL,4,265,-,-,-,7.43
3902,Ogenyi Onazi,2014/2015,Lazio,Italy-Serie-A,ISA,16,660,-,2,2,6.45
3903,Ogenyi Onazi,2013/2014,Lazio,Italy-Serie-A,ISA,29,1711,11,22,33,6.7
3904,Ogenyi Onazi,2013/2014,Lazio,Europe-UEFA-Europa-League,UEL,8,535,5,5,10,6.87
3905,Ogenyi Onazi,2014,Nigeria,International-FIFA-World-Cup,WC,4,330,-,3,3,7.03
3906,Ogenyi Onazi,2012/2013,Lazio,Italy-Serie-A,ISA,15,823,7,10,17,6.63
3907,Ogenyi Onazi,2012/2013,Lazio,Europe-UEFA-Europa-League,UEL,9,542,6,6,12,7.0
3908,Ogenyi Onazi,2011/2012,Lazio,Italy-Serie-A,ISA,1,1,1,-,1,6.0
3909,Alisson,2017/2018,Roma,Italy-Serie-A,ISA,37,3330,-,6,6,6.99
3910,Alisson,2017/2018,Roma,Europe-UEFA-Champions-League,UCL,12,1080,-,1,1,6.86
3911,Alisson,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,10,900,-,-,-,7.01
3912,Alisson,2016,Internacional,Brazil-Brasileirão,BSA,1,90,-,-,-,6.95
3913,Alisson,2015,Internacional,Brazil-Brasileirão,BSA,26,2266,-,1,1,6.98
3914,Alisson,2014,Internacional,Brazil-Brasileirão,BSA,11,990,-,1,1,6.91
3915,Alisson,2013,Internacional,Brazil-Brasileirão,BSA,6,518,-,-,-,6.52
3916,Joel Campbell,2017/2018,Real Betis,Spain-La-Liga,SLL,8,209,5,9,14,6.65
3917,Joel Campbell,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,19,765,16,12,28,6.72
3918,Joel Campbell,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,4,68,1,3,4,6.3
3919,Joel Campbell,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,5,268,6,4,10,6.8
3920,Joel Campbell,2015/2016,Arsenal,England-Premier-League,EPL,19,888,10,17,27,6.72
3921,Joel Campbell,2014/2015,Villarreal,Spain-La-Liga,SLL,16,1211,28,28,56,6.89
3922,Joel Campbell,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,3,107,1,3,4,6.68
3923,Joel Campbell,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,4,142,2,1,3,6.25
3924,Joel Campbell,2014/2015,Arsenal,England-Premier-League,EPL,4,39,-,1,1,6.24
3925,Joel Campbell,2013/2014,Olympiacos,Europe-UEFA-Champions-League,UCL,5,355,9,12,21,7.01
3926,Joel Campbell,2014,Costa Rica,International-FIFA-World-Cup,WC,5,385,8,9,17,6.97
3927,Joel Campbell,2012/2013,Real Betis,Spain-La-Liga,SLL,28,1614,49,27,76,6.71
3928,Joel Campbell,2011/2012,Lorient,France-Ligue-1,FL1,25,1173,22,7,29,6.38
3929,Antonio Rüdiger,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,389,1,1,2,6.32
3930,Antonio Rüdiger,2017/2018,Chelsea,England-Premier-League,EPL,27,2336,2,8,10,6.92
3931,Antonio Rüdiger,2016/2017,Roma,Italy-Serie-A,ISA,26,2206,7,16,23,6.86
3932,Antonio Rüdiger,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,5,377,-,-,-,6.62
3933,Antonio Rüdiger,2015/2016,Roma,Italy-Serie-A,ISA,30,2634,4,8,12,6.82
3934,Antonio Rüdiger,2015/2016,Roma,Europe-UEFA-Champions-League,UCL,6,540,1,1,2,6.43
3935,Antonio Rüdiger,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,19,1605,3,10,13,6.83
3936,Antonio Rüdiger,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,30,2694,6,21,27,7.02
3937,Antonio Rüdiger,2013,Germany U21,International-EURO-U-21,IEU,1,8,-,-,-,5.88
3938,Antonio Rüdiger,2012/2013,VfB Stuttgart,Germany-Bundesliga,GB,16,1008,4,4,8,6.54
3939,Antonio Rüdiger,2012/2013,VfB Stuttgart,Europe-UEFA-Europa-League,UEL,4,282,-,1,1,6.84
3940,Antonio Rüdiger,2011/2012,VfB Stuttgart,Germany-Bundesliga,GB,1,79,-,-,-,6.24
3941,Filip Helander,2017/2018,Bologna,Italy-Serie-A,ISA,29,2499,-,6,6,6.7
3942,Filip Helander,2016/2017,Bologna,Italy-Serie-A,ISA,11,835,-,-,-,6.68
3943,Filip Helander,2015/2016,Verona,Italy-Serie-A,ISA,24,1867,1,3,4,6.53
3944,Filip Helander,2015,Sweden U21,International-EURO-U-21,IEU,5,326,-,-,-,6.71
3945,Filip Helander,2014/2015,Malmoe FF,Europe-UEFA-Champions-League,UCL,6,540,1,-,1,6.43
3946,Oscar Hiljemark,2017/2018,Genoa,Italy-Serie-A,ISA,15,1282,7,13,20,6.83
3947,Oscar Hiljemark,2016/2017,Palermo,Italy-Serie-A,ISA,15,1054,1,11,12,6.36
3948,Oscar Hiljemark,2016/2017,Genoa,Italy-Serie-A,ISA,14,804,2,6,8,6.39
3949,Oscar Hiljemark,2015/2016,Palermo,Italy-Serie-A,ISA,38,2923,13,13,26,6.54
3950,Oscar Hiljemark,2015,Sweden U21,International-EURO-U-21,IEU,5,450,1,5,6,6.72
3951,Oscar Hiljemark,2014/2015,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,1,85,-,1,1,6.55
3952,Oscar Hiljemark,2014/2015,PSV Eindhoven,Netherlands-Eredivisie,NE,11,347,1,3,4,6.45
3953,Oscar Hiljemark,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,5,175,-,-,-,6.4
3954,Oscar Hiljemark,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,27,1899,8,20,28,6.8
3955,Romelu Lukaku,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,704,7,15,22,7.7
3956,Romelu Lukaku,2017/2018,Manchester Un..,England-Premier-League,EPL,34,2869,22,35,57,7.29
3957,Romelu Lukaku,2016/2017,Everton,England-Premier-League,EPL,37,3267,32,63,95,7.5
3958,Romelu Lukaku,2015/2016,Everton,England-Premier-League,EPL,37,3177,36,41,77,7.16
3959,Romelu Lukaku,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,9,634,17,12,29,7.74
3960,Romelu Lukaku,2014/2015,Everton,England-Premier-League,EPL,36,2877,47,45,92,6.77
3961,Romelu Lukaku,2016,Belgium,International-European-Championship,UEC,5,401,-,1,1,7.02
3962,Romelu Lukaku,2013/2014,Chelsea,England-Premier-League,EPL,2,41,-,-,-,6.14
3963,Romelu Lukaku,2013/2014,Everton,England-Premier-League,EPL,31,2564,43,40,83,7.31
3964,Romelu Lukaku,2014,Belgium,International-FIFA-World-Cup,WC,3,147,1,1,2,6.04
3965,Romelu Lukaku,2012/2013,West Bromwich..,England-Premier-League,EPL,35,2006,28,31,59,6.95
3966,Romelu Lukaku,2011/2012,Chelsea,England-Premier-League,EPL,8,158,5,4,9,6.35
3967,Koen Casteels,2017/2018,Wolfsburg,Germany-Bundesliga,GB,34,3060,-,-,-,6.92
3968,Koen Casteels,2016/2017,Wolfsburg,Germany-Bundesliga,GB,20,1800,-,1,1,6.57
3969,Koen Casteels,2015/2016,Wolfsburg,Germany-Bundesliga,GB,13,1170,-,-,-,6.9
3970,Koen Casteels,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.62
3971,Koen Casteels,2014/2015,Werder Bremen,Germany-Bundesliga,GB,6,540,-,-,-,6.94
3972,Koen Casteels,2013/2014,Hoffenheim,Germany-Bundesliga,GB,23,2053,-,-,-,6.48
3973,Koen Casteels,2012/2013,Hoffenheim,Germany-Bundesliga,GB,16,1387,-,-,-,6.51
3974,Son Heung-min,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,426,4,6,10,7.09
3975,Son Heung-min,2017/2018,Tottenham,England-Premier-League,EPL,37,2312,43,58,101,6.99
3976,Son Heung-min,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,425,4,5,9,6.43
3977,Son Heung-min,2016/2017,Tottenham,England-Premier-League,EPL,34,2070,58,47,105,7.14
3978,Son Heung-min,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,54,3,2,5,6.22
3979,Son Heung-min,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,1,64,2,2,4,6.19
3980,Son Heung-min,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,503,3,13,16,7.19
3981,Son Heung-min,2015/2016,Tottenham,England-Premier-League,EPL,28,1107,15,17,32,6.53
3982,Son Heung-min,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,30,2292,55,49,104,7.14
3983,Son Heung-min,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,605,14,7,21,7.1
3984,Son Heung-min,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,511,9,4,13,6.47
3985,Son Heung-min,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,31,2387,47,85,132,7.39
3986,Son Heung-min,2014,South Korea,International-FIFA-World-Cup,WC,3,248,7,13,20,7.22
3987,Son Heung-min,2012/2013,Hamburger SV,Germany-Bundesliga,GB,33,2703,44,43,87,7.02
3988,Son Heung-min,2011/2012,Hamburger SV,Germany-Bundesliga,GB,27,1245,31,38,69,6.59
3989,Son Heung-min,2010/2011,Hamburger SV,Germany-Bundesliga,GB,13,729,19,20,39,6.61
3990,Paul Pogba,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,5,279,4,7,11,6.83
3991,Paul Pogba,2017/2018,Manchester Un..,England-Premier-League,EPL,27,2151,26,75,101,7.48
3992,Paul Pogba,2016/2017,Manchester Un..,England-Premier-League,EPL,30,2610,36,72,108,7.72
3993,Paul Pogba,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,15,1233,12,38,50,7.69
3994,Paul Pogba,2015/2016,Juventus,Italy-Serie-A,ISA,35,3019,64,102,166,7.81
3995,Paul Pogba,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,8,720,14,25,39,7.63
3996,Paul Pogba,2014/2015,Juventus,Italy-Serie-A,ISA,26,2110,27,76,103,7.67
3997,Paul Pogba,2014/2015,Juventus,Europe-UEFA-Champions-League,UCL,10,833,24,17,41,7.26
3998,Paul Pogba,2016,France,International-European-Championship,UEC,7,572,6,14,20,7.45
3999,Paul Pogba,2013/2014,Juventus,Italy-Serie-A,ISA,36,3068,62,74,136,7.65
4000,Paul Pogba,2013/2014,Juventus,Europe-UEFA-Champions-League,UCL,6,540,4,13,17,7.21
4001,Paul Pogba,2013/2014,Juventus,Europe-UEFA-Europa-League,UEL,8,517,6,9,15,7.15
4002,Paul Pogba,2014,France,International-FIFA-World-Cup,WC,5,355,3,15,18,7.39
4003,Paul Pogba,2012/2013,Juventus,Italy-Serie-A,ISA,27,1732,46,48,94,7.42
4004,Paul Pogba,2012/2013,Juventus,Europe-UEFA-Champions-League,UCL,8,338,2,2,4,6.64
4005,Paul Pogba,2011/2012,Manchester Un..,England-Premier-League,EPL,3,67,-,3,3,6.56
4006,Thorgan Hazard,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,34,2947,68,52,120,7.11
4007,Thorgan Hazard,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,23,1632,48,38,86,7.08
4008,Thorgan Hazard,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,252,2,2,4,6.94
4009,Thorgan Hazard,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,2,117,4,1,5,6.39
4010,Thorgan Hazard,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,29,1647,34,41,75,6.89
4011,Thorgan Hazard,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,117,4,2,6,6.23
4012,Thorgan Hazard,2014/2015,Borussia M.Gl..,Germany-Bundesliga,GB,28,904,25,23,48,6.53
4013,Thorgan Hazard,2014/2015,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,7,540,10,13,23,7.25
4014,Thorgan Hazard,2013/2014,Zulte-Waregem,Europe-UEFA-Europa-League,UEL,6,489,12,13,25,7.28
4015,Raphaël Varane,2017/2018,Real Madrid,Spain-La-Liga,SLL,27,2324,2,9,11,6.85
4016,Raphaël Varane,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,11,938,-,4,4,7.07
4017,Raphaël Varane,2016/2017,Real Madrid,Spain-La-Liga,SLL,23,1928,3,4,7,7.03
4018,Raphaël Varane,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,10,900,1,6,7,7.08
4019,Raphaël Varane,2015/2016,Real Madrid,Spain-La-Liga,SLL,26,2182,1,8,9,6.9
4020,Raphaël Varane,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,7,440,-,1,1,6.94
4021,Raphaël Varane,2014/2015,Real Madrid,Spain-La-Liga,SLL,27,2033,3,8,11,7.16
4022,Raphaël Varane,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1014,2,4,6,7.45
4023,Raphaël Varane,2013/2014,Real Madrid,Spain-La-Liga,SLL,14,1085,4,4,8,6.89
4024,Raphaël Varane,2013/2014,Real Madrid,Europe-UEFA-Champions-League,UCL,7,394,-,2,2,6.63
4025,Raphaël Varane,2014,France,International-FIFA-World-Cup,WC,5,389,-,1,1,6.92
4026,Raphaël Varane,2012/2013,Real Madrid,Spain-La-Liga,SLL,15,1121,2,2,4,6.92
4027,Raphaël Varane,2012/2013,Real Madrid,Europe-UEFA-Champions-League,UCL,11,916,-,-,-,7.02
4028,Raphaël Varane,2011/2012,Real Madrid,Spain-La-Liga,SLL,9,681,-,-,-,6.91
4029,Raphaël Varane,2011/2012,Real Madrid,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,7.11
4030,Raphaël Varane,2010/2011,Lens,France-Ligue-1,FL1,23,1977,10,2,12,7.07
4031,Jack Butland,2017/2018,Stoke,England-Premier-League,EPL,35,3150,1,-,1,6.76
4032,Jack Butland,2016/2017,Stoke,England-Premier-League,EPL,5,450,-,1,1,6.82
4033,Jack Butland,2015/2016,Stoke,England-Premier-League,EPL,31,2790,-,2,2,6.9
4034,Jack Butland,2015,England U21,International-EURO-U-21,IEU,3,270,-,-,-,6.52
4035,Jack Butland,2014/2015,Derby,England-Championship,EC,6,540,-,-,-,7.24
4036,Jack Butland,2014/2015,Stoke,England-Premier-League,EPL,3,270,-,-,-,6.97
4037,Jack Butland,2013/2014,Leeds,England-Championship,EC,16,1440,-,-,-,6.61
4038,Jack Butland,2013/2014,Barnsley,England-Championship,EC,13,1170,-,1,1,6.72
4039,Jack Butland,2013/2014,Stoke,England-Premier-League,EPL,3,225,-,-,-,6.71
4040,Jack Butland,2013,England U21,International-EURO-U-21,IEU,2,180,-,-,-,5.8
4041,João Mário,2016/2017,Chaves,,PLN,9,332,13,2,15,6.17
4042,Naïm Sliti,2017/2018,Dijon,France-Ligue-1,FL1,31,2297,26,104,130,7.31
4043,Naïm Sliti,2016/2017,Lille,France-Ligue-1,FL1,16,953,25,39,64,6.94
4044,Edwin Cardona,2017/2018,Boca Juniors,Argentina-Primera-División,APD,20,1577,12,48,60,7.37
4045,Edwin Cardona,2015,Colombia,International-Copa-America,ICA,2,93,1,4,5,6.82
4046,Gustavo Cuéllar,2018,Flamengo,Brazil-Brasileirão,BSA,6,444,1,1,2,6.7
4047,Gustavo Cuéllar,2017,Flamengo,Brazil-Brasileirão,BSA,25,1867,2,13,15,6.76
4048,Gustavo Cuéllar,2016,Flamengo,Brazil-Brasileirão,BSA,16,521,1,7,8,6.45
4049,Miguel Borja,2018,Palmeiras,Brazil-Brasileirão,BSA,4,289,1,1,2,6.87
4050,Miguel Borja,2017,Palmeiras,Brazil-Brasileirão,BSA,24,1110,8,12,20,6.53
4051,Miguel Borja,2013/2014,Livorno,Italy-Serie-A,ISA,8,142,3,-,3,5.78
4052,Jacek Góralski,2017/2018,Ludogorets Ra..,,UEL,7,485,-,-,-,7.01
4053,Youssouf Sabaly,2017/2018,Bordeaux,France-Ligue-1,FL1,35,3094,28,51,79,7.11
4054,Youssouf Sabaly,2016/2017,Bordeaux,France-Ligue-1,FL1,30,2648,29,48,77,7.28
4055,Youssouf Sabaly,2015/2016,Nantes,France-Ligue-1,FL1,28,2502,21,48,69,7.27
4056,Youssouf Sabaly,2014/2015,Evian Thonon ..,France-Ligue-1,FL1,28,2476,25,26,51,7.16
4057,Youssouf Sabaly,2013/2014,Evian Thonon ..,France-Ligue-1,FL1,36,3113,23,31,54,7.08
4058,Moussa Konaté,2017/2018,Amiens,France-Ligue-1,FL1,33,2482,15,12,27,6.64
4059,Moussa Konaté,2015/2016,FC Sion,Europe-UEFA-Europa-League,UEL,7,608,10,5,15,6.81
4060,Moussa Konaté,2013/2014,Genoa,Italy-Serie-A,ISA,25,1209,25,13,38,6.42
4061,Amr Warda,2016/2017,PAOK Thessalo..,,UEL,2,74,5,2,7,6.21
4062,Ilya Kutepov,2017/2018,Spartak Mosco..,Europe-UEFA-Europa-League,UEL,2,170,-,1,1,6.98
4063,Ilya Kutepov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,7.31
4064,Ilya Kutepov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,18,1444,-,1,1,7.08
4065,Ilya Kutepov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,24,2127,1,-,1,7.16
4066,Ilya Kutepov,2015/2016,Spartak Mosco..,Russia-Premier-League,RPL,10,805,-,-,-,6.85
4067,Roman Zobnin,2017/2018,Spartak Mosco..,Europe-UEFA-Europa-League,UEL,2,180,2,2,4,6.88
4068,Roman Zobnin,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,2,107,1,2,3,6.27
4069,Roman Zobnin,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,14,1006,11,16,27,6.85
4070,Roman Zobnin,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,29,2488,23,39,62,7.05
4071,Roman Zobnin,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,29,2241,29,39,68,6.77
4072,Roman Zobnin,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,1,46,1,1,2,5.37
4073,Roman Zobnin,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,15,594,7,5,12,6.43
4074,Roman Zobnin,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,4,94,-,-,-,5.97
4075,Gastón Silva,2017/2018,Independiente,Argentina-Primera-División,APD,12,1015,3,4,7,7.25
4076,Gastón Silva,2016/2017,Granada,Spain-La-Liga,SLL,22,1749,3,7,10,6.46
4077,Gastón Silva,2015/2016,Torino,Italy-Serie-A,ISA,12,897,6,12,18,6.83
4078,Gastón Silva,2014/2015,Torino,Italy-Serie-A,ISA,5,326,1,3,4,6.61
4079,Gastón Silva,2014/2015,Torino,Europe-UEFA-Europa-League,UEL,4,360,1,2,3,7.7
4080,Giorgian De Arrascaeta,2018,Cruzeiro,Brazil-Brasileirão,BSA,5,344,8,12,20,7.44
4081,Giorgian De Arrascaeta,2017,Cruzeiro,Brazil-Brasileirão,BSA,16,1075,15,28,43,6.91
4082,Giorgian De Arrascaeta,2016,Cruzeiro,Brazil-Brasileirão,BSA,31,2414,43,43,86,7.17
4083,Giorgian De Arrascaeta,2015,Cruzeiro,Brazil-Brasileirão,BSA,21,1229,27,26,53,6.8
4084,Giorgian De Arrascaeta,2015,Uruguay,International-Copa-America,ICA,1,26,2,-,2,6.08
4085,Milad Mohammadi,2017/2018,FK Akhmat,Russia-Premier-League,RPL,23,1921,24,33,57,6.94
4086,Milad Mohammadi,2016/2017,FK Akhmat,Russia-Premier-League,RPL,24,2077,40,21,61,6.92
4087,Milad Mohammadi,2015/2016,FK Akhmat,Russia-Premier-League,RPL,3,106,4,3,7,6.51
4088,Saman Ghoddos,2017/2018,Oestersunds F..,Europe-UEFA-Europa-League,UEL,8,720,17,17,34,7.5
4089,Saman Ghoddos,2017,Oestersunds F..,Sweden-Allsvenskan,SA,23,1843,33,33,66,7.24
4090,Saman Ghoddos,2016,Oestersunds F..,Sweden-Allsvenskan,SA,26,2157,28,24,52,7.29
4091,Alireza Jahanbakhsh,2017/2018,AZ Alkmaar,Netherlands-Eredivisie,NE,33,2840,67,111,178,8.2
4092,Alireza Jahanbakhsh,2016/2017,AZ Alkmaar,Netherlands-Eredivisie,NE,30,2277,52,58,110,7.41
4093,Alireza Jahanbakhsh,2016/2017,AZ Alkmaar,Europe-UEFA-Europa-League,UEL,5,333,5,5,10,6.67
4094,Alireza Jahanbakhsh,2015/2016,AZ Alkmaar,Europe-UEFA-Europa-League,UEL,3,169,2,1,3,6.43
4095,Alireza Jahanbakhsh,2015/2016,AZ Alkmaar,Netherlands-Eredivisie,NE,23,1673,41,38,79,7.36
