,Player,Season,Team,Tournament-fullname,Tournament,Country,Position,DoB(Age),Caps,Goals,Club,Club-Country,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Unsuccessful,Successful,Total_Dribbles,UnsuccessfulTouches,Dispossessed,TotalTackles,DribbledPast,TotalAttemptedTackles,Total_Interceptions,Fouled,Fouls,Yellow,Red,CaughtOffside,Total_Clearances,ShotsBlocked,CrossesBlocked,PassesBlocked,Total_Saves,Saves_In_SixYardBox,Saves_In_PenaltyArea,Saves_From_OutOfBox,Total_Passes,AccLB,InAccLB,AccSP,InAccSP,Total_Key_Passes,Long,Short,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists,Captain_Flag,Age,Chetan_Flag,Deshbhakti_Flag
10,Łukasz Fabiański,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,Poland,GK,18 April 1985 (aged 33),43.0,0.0,Swansea City,Wales,5,450,0.0,0.0,0.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,9.0,6.0,92.0,31.0,31.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0
11,Łukasz Fabiański,2010/2011,Arsenal,England-Premier-League,EPL,Poland,GK,18 April 1985 (aged 33),43.0,0.0,Swansea City,Wales,14,1260,4.0,2.0,2.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,34.0,1.0,15.0,18.0,316.0,71.0,168.0,71.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,1.0,0.0
12,Łukasz Fabiański,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,Poland,GK,18 April 1985 (aged 33),43.0,0.0,Swansea City,Wales,1,90,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,23.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0
13,Łukasz Fabiański,2009/2010,Arsenal,England-Premier-League,EPL,Poland,GK,18 April 1985 (aged 33),43.0,0.0,Swansea City,Wales,4,360,3.0,3.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,3.0,6.0,104.0,21.0,56.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0
14,Danijel Subašic,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,3,270,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,78.0,20.0,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
15,Danijel Subašic,2017/2018,Monaco,France-Ligue-1,FL1,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,34,2941,11.0,10.0,1.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,21.0,0.0,0.0,1.0,85.0,0.0,40.0,45.0,766.0,186.0,274.0,302.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
16,Danijel Subašic,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,11,990,1.0,1.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,28.0,1.0,16.0,11.0,295.0,68.0,154.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
17,Danijel Subašic,2016/2017,Monaco,France-Ligue-1,FL1,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,36,3240,8.0,8.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,82.0,4.0,51.0,27.0,911.0,249.0,335.0,326.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
18,Danijel Subašic,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,6,540,0.0,0.0,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,1.0,12.0,6.0,126.0,36.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
19,Danijel Subašic,2015/2016,Monaco,France-Ligue-1,FL1,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,36,3240,5.0,5.0,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,115.0,4.0,61.0,50.0,844.0,258.0,386.0,198.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
20,Danijel Subašic,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,10,900,3.0,3.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,3.0,16.0,10.0,281.0,95.0,153.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
21,Danijel Subašic,2014/2015,Monaco,France-Ligue-1,FL1,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,37,3330,5.0,5.0,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,22.0,0.0,1.0,0.0,81.0,1.0,46.0,34.0,902.0,261.0,394.0,245.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
22,Danijel Subašic,2016,Croatia,International-European-Championship,UEC,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,4,360,2.0,2.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,110.0,26.0,52.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
23,Danijel Subašic,2013/2014,Monaco,France-Ligue-1,FL1,Croatia,GK,27 October 1984 (aged 33),36.0,0.0,Monaco,France,35,3150,5.0,3.0,2.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,95.0,6.0,40.0,49.0,545.0,109.0,198.0,228.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
24,Sławomir Peszko,2014/2015,FC Cologne,Germany-Bundesliga,GB,Poland,MF,19 February 1985 (aged 33),43.0,2.0,Lechia Gdańsk,Poland,18,1000,69.0,30.0,39.0,6.47,16.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,30.0,3.0,33.0,11.0,5.0,38.0,19.0,57.0,14.0,29.0,30.0,5.0,0.0,11.0,14.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,333.0,10.0,20.0,199.0,104.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,1.0
25,Sławomir Peszko,2016,Poland,International-European-Championship,UEC,Poland,MF,19 February 1985 (aged 33),43.0,2.0,Lechia Gdańsk,Poland,2,5,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0
26,Sławomir Peszko,2011/2012,FC Cologne,Germany-Bundesliga,GB,Poland,MF,19 February 1985 (aged 33),43.0,2.0,Lechia Gdańsk,Poland,32,2311,66.0,20.0,46.0,6.67,27.0,10.0,3.0,14.0,2.0,1.0,1.0,0.0,55.0,32.0,87.0,58.0,53.0,70.0,67.0,137.0,45.0,78.0,71.0,8.0,0.0,21.0,18.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,669.0,15.0,12.0,457.0,185.0,22.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,33.0,0.0,1.0
27,Sławomir Peszko,2010/2011,FC Cologne,Germany-Bundesliga,GB,Poland,MF,19 February 1985 (aged 33),43.0,2.0,Lechia Gdańsk,Poland,11,766,7.0,1.0,6.0,6.93,15.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,14.0,17.0,31.0,15.0,11.0,14.0,9.0,23.0,14.0,22.0,23.0,3.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,212.0,7.0,4.0,151.0,50.0,11.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,33.0,0.0,1.0
28,Mario Mandžukic,2017/2018,Juventus,Italy-Serie-A,ISA,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,32,2327,132.0,80.0,52.0,7.01,50.0,10.0,11.0,29.0,5.0,0.0,5.0,0.0,7.0,12.0,19.0,40.0,32.0,36.0,21.0,57.0,25.0,33.0,23.0,3.0,1.0,13.0,37.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,948.0,29.0,22.0,690.0,207.0,25.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,32.0,1.0,0.0
29,Mario Mandžukic,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,6,457,33.0,17.0,16.0,7.37,15.0,0.0,7.0,8.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,8.0,3.0,11.0,4.0,9.0,11.0,2.0,0.0,2.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,155.0,5.0,6.0,99.0,45.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
30,Mario Mandžukic,2016/2017,Juventus,Italy-Serie-A,ISA,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,34,2488,124.0,83.0,41.0,7.03,54.0,3.0,10.0,41.0,7.0,4.0,3.0,0.0,9.0,15.0,24.0,45.0,31.0,36.0,19.0,55.0,26.0,43.0,43.0,5.0,0.0,12.0,29.0,6.0,3.0,20.0,0.0,0.0,0.0,0.0,873.0,33.0,20.0,603.0,217.0,36.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,32.0,1.0,0.0
31,Mario Mandžukic,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,11,914,48.0,38.0,10.0,7.29,19.0,4.0,1.0,14.0,3.0,1.0,2.0,0.0,6.0,3.0,9.0,13.0,12.0,19.0,7.0,26.0,9.0,17.0,13.0,3.0,0.0,4.0,21.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,308.0,5.0,7.0,205.0,91.0,11.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
32,Mario Mandžukic,2015/2016,Juventus,Italy-Serie-A,ISA,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,27,2050,100.0,65.0,35.0,7.2,37.0,3.0,7.0,27.0,10.0,3.0,7.0,0.0,3.0,5.0,8.0,30.0,26.0,36.0,20.0,56.0,10.0,31.0,52.0,5.0,0.0,11.0,20.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,545.0,11.0,6.0,374.0,154.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,32.0,1.0,0.0
33,Mario Mandžukic,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,5,311,14.0,6.0,8.0,6.93,7.0,1.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,9.0,2.0,3.0,9.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,77.0,1.0,0.0,53.0,23.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0
34,Mario Mandžukic,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,28,1945,141.0,82.0,59.0,7.22,55.0,6.0,9.0,40.0,12.0,2.0,10.0,0.0,8.0,8.0,16.0,29.0,25.0,30.0,8.0,38.0,10.0,41.0,40.0,10.0,0.0,10.0,27.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,554.0,3.0,0.0,364.0,187.0,23.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,32.0,1.0,0.0
35,Mario Mandžukic,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,10,832,86.0,45.0,41.0,7.39,14.0,1.0,3.0,10.0,5.0,2.0,3.0,0.0,4.0,4.0,8.0,11.0,10.0,12.0,8.0,20.0,7.0,19.0,18.0,1.0,0.0,3.0,18.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,192.0,1.0,0.0,114.0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
36,Mario Mandžukic,2016,Croatia,International-European-Championship,UEC,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,3,268,22.0,15.0,7.0,7.12,8.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,6.0,0.0,6.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,82.0,4.0,1.0,54.0,23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
37,Mario Mandžukic,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,10,652,60.0,29.0,31.0,7.12,22.0,0.0,4.0,18.0,3.0,1.0,2.0,0.0,5.0,4.0,9.0,7.0,5.0,9.0,4.0,13.0,7.0,12.0,8.0,2.0,0.0,6.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,186.0,3.0,3.0,132.0,48.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,32.0,1.0,0.0
38,Mario Mandžukic,2013/2014,Bayern Munich,Germany-Bundesliga,GB,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,30,2028,184.0,89.0,95.0,7.5,76.0,2.0,9.0,65.0,18.0,4.0,14.0,0.0,10.0,20.0,30.0,26.0,32.0,18.0,27.0,45.0,5.0,39.0,48.0,5.0,0.0,8.0,12.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,531.0,8.0,3.0,378.0,142.0,30.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,32.0,1.0,0.0
39,Mario Mandžukic,2014,Croatia,International-FIFA-World-Cup,WC,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,2,180,20.0,11.0,9.0,7.8,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,25.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
40,Mario Mandžukic,2012/2013,Bayern Munich,Germany-Bundesliga,GB,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,24,1744,100.0,57.0,43.0,7.49,67.0,5.0,9.0,53.0,15.0,3.0,12.0,0.0,13.0,15.0,28.0,23.0,21.0,11.0,14.0,25.0,16.0,31.0,48.0,2.0,0.0,15.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,470.0,9.0,3.0,324.0,134.0,19.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0
41,Mario Mandžukic,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,10,721,44.0,22.0,22.0,7.07,19.0,0.0,6.0,13.0,3.0,3.0,0.0,0.0,5.0,1.0,6.0,8.0,5.0,12.0,8.0,20.0,8.0,17.0,25.0,3.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,5.0,2.0,150.0,59.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,1.0,0.0
42,Mario Mandžukic,2012,Croatia,International-European-Championship,UEC,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,3,270,12.0,6.0,6.0,7.24,5.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,7.0,5.0,1.0,2.0,3.0,1.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,1.0,56.0,35.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
43,Mario Mandžukic,2011/2012,Wolfsburg,Germany-Bundesliga,GB,Croatia,FW,21 May 1986 (aged 32),82.0,30.0,Juventus,Italy,32,2723,185.0,107.0,78.0,7.53,101.0,23.0,15.0,63.0,12.0,6.0,6.0,0.0,34.0,45.0,79.0,58.0,79.0,40.0,37.0,77.0,29.0,86.0,97.0,4.0,0.0,13.0,37.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,952.0,20.0,21.0,572.0,339.0,51.0,6.0,45.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,32.0,1.0,0.0
